/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_outputs/job_8_6_50_10_81316
Epoch 0, Avg Train Loss: 22.1095, Avg Validation Loss: 16.4450
Epoch 1, Avg Train Loss: 12.6497, Avg Validation Loss: 9.8406
Epoch 2, Avg Train Loss: 8.4607, Avg Validation Loss: 7.2164
Epoch 3, Avg Train Loss: 6.4798, Avg Validation Loss: 5.8791
Epoch 4, Avg Train Loss: 5.3816, Avg Validation Loss: 4.9661
Epoch 5, Avg Train Loss: 4.6339, Avg Validation Loss: 4.3650
Epoch 6, Avg Train Loss: 4.1389, Avg Validation Loss: 3.9568
Epoch 7, Avg Train Loss: 3.8069, Avg Validation Loss: 3.6859
Epoch 8, Avg Train Loss: 3.5801, Avg Validation Loss: 3.4906
Epoch 9, Avg Train Loss: 3.4149, Avg Validation Loss: 3.3441
Epoch 10, Avg Train Loss: 3.2862, Avg Validation Loss: 3.2183
Epoch 11, Avg Train Loss: 3.1821, Avg Validation Loss: 3.1276
Epoch 12, Avg Train Loss: 3.0961, Avg Validation Loss: 3.0482
Epoch 13, Avg Train Loss: 3.0192, Avg Validation Loss: 2.9750
Epoch 14, Avg Train Loss: 2.9560, Avg Validation Loss: 2.9223
Epoch 15, Avg Train Loss: 2.8975, Avg Validation Loss: 2.8663
Epoch 16, Avg Train Loss: 2.8459, Avg Validation Loss: 2.8163
Epoch 17, Avg Train Loss: 2.8025, Avg Validation Loss: 2.7813
Epoch 18, Avg Train Loss: 2.7666, Avg Validation Loss: 2.7424
Epoch 19, Avg Train Loss: 2.7254, Avg Validation Loss: 2.7014
Epoch 20, Avg Train Loss: 2.6960, Avg Validation Loss: 2.6739
Epoch 21, Avg Train Loss: 2.6651, Avg Validation Loss: 2.6525
Epoch 22, Avg Train Loss: 2.6479, Avg Validation Loss: 2.6225
Epoch 23, Avg Train Loss: 2.6212, Avg Validation Loss: 2.6038
Epoch 24, Avg Train Loss: 2.5998, Avg Validation Loss: 2.5851
Epoch 25, Avg Train Loss: 2.5813, Avg Validation Loss: 2.5630
Epoch 26, Avg Train Loss: 2.5647, Avg Validation Loss: 2.5490
Epoch 27, Avg Train Loss: 2.5529, Avg Validation Loss: 2.5446
Epoch 28, Avg Train Loss: 2.5448, Avg Validation Loss: 2.5343
Epoch 29, Avg Train Loss: 2.5349, Avg Validation Loss: 2.5206
Epoch 30, Avg Train Loss: 2.5241, Avg Validation Loss: 2.5084
Epoch 31, Avg Train Loss: 2.5163, Avg Validation Loss: 2.4959
Epoch 32, Avg Train Loss: 2.5028, Avg Validation Loss: 2.4874
Epoch 33, Avg Train Loss: 2.4934, Avg Validation Loss: 2.4739
Epoch 34, Avg Train Loss: 2.4862, Avg Validation Loss: 2.4651
Epoch 35, Avg Train Loss: 2.4782, Avg Validation Loss: 2.4614
Epoch 36, Avg Train Loss: 2.4694, Avg Validation Loss: 2.4475
Epoch 37, Avg Train Loss: 2.4595, Avg Validation Loss: 2.4453
Epoch 38, Avg Train Loss: 2.4528, Avg Validation Loss: 2.4362
Epoch 39, Avg Train Loss: 2.4433, Avg Validation Loss: 2.4279
Epoch 40, Avg Train Loss: 2.4365, Avg Validation Loss: 2.4174
Epoch 41, Avg Train Loss: 2.4293, Avg Validation Loss: 2.4129
Epoch 42, Avg Train Loss: 2.4235, Avg Validation Loss: 2.4061
Epoch 43, Avg Train Loss: 2.4200, Avg Validation Loss: 2.4024
Epoch 44, Avg Train Loss: 2.4167, Avg Validation Loss: 2.4010
Epoch 45, Avg Train Loss: 2.4121, Avg Validation Loss: 2.3922
