/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_outputs/job_8_4_75_10_81298
Epoch 0, Avg Train Loss: 18.0945, Avg Validation Loss: 10.0467
Epoch 1, Avg Train Loss: 6.5424, Avg Validation Loss: 4.6436
Epoch 2, Avg Train Loss: 3.9302, Avg Validation Loss: 3.5014
Epoch 3, Avg Train Loss: 3.1923, Avg Validation Loss: 3.0162
Epoch 4, Avg Train Loss: 2.8477, Avg Validation Loss: 2.8277
Epoch 5, Avg Train Loss: 2.7420, Avg Validation Loss: 2.7552
Epoch 6, Avg Train Loss: 2.6824, Avg Validation Loss: 2.7061
Epoch 7, Avg Train Loss: 2.6449, Avg Validation Loss: 2.6648
Epoch 8, Avg Train Loss: 2.6103, Avg Validation Loss: 2.6240
Epoch 9, Avg Train Loss: 2.5838, Avg Validation Loss: 2.5997
Epoch 10, Avg Train Loss: 2.5646, Avg Validation Loss: 2.5798
Epoch 11, Avg Train Loss: 2.5494, Avg Validation Loss: 2.5625
Epoch 12, Avg Train Loss: 2.5356, Avg Validation Loss: 2.5514
Epoch 13, Avg Train Loss: 2.5232, Avg Validation Loss: 2.5367
Epoch 14, Avg Train Loss: 2.5117, Avg Validation Loss: 2.5251
Epoch 15, Avg Train Loss: 2.5008, Avg Validation Loss: 2.5107
Epoch 16, Avg Train Loss: 2.4908, Avg Validation Loss: 2.5035
Epoch 17, Avg Train Loss: 2.4797, Avg Validation Loss: 2.4948
Epoch 18, Avg Train Loss: 2.4698, Avg Validation Loss: 2.4812
Epoch 19, Avg Train Loss: 2.4590, Avg Validation Loss: 2.4700
Epoch 20, Avg Train Loss: 2.4501, Avg Validation Loss: 2.4592
Epoch 21, Avg Train Loss: 2.4415, Avg Validation Loss: 2.4523
Epoch 22, Avg Train Loss: 2.4335, Avg Validation Loss: 2.4451
Epoch 23, Avg Train Loss: 2.4270, Avg Validation Loss: 2.4385
Epoch 24, Avg Train Loss: 2.4205, Avg Validation Loss: 2.4304
Epoch 25, Avg Train Loss: 2.4133, Avg Validation Loss: 2.4206
Epoch 26, Avg Train Loss: 2.4082, Avg Validation Loss: 2.4144
Epoch 27, Avg Train Loss: 2.4019, Avg Validation Loss: 2.4113
Epoch 28, Avg Train Loss: 2.3958, Avg Validation Loss: 2.4023
Epoch 29, Avg Train Loss: 2.3911, Avg Validation Loss: 2.3962
Epoch 30, Avg Train Loss: 2.3868, Avg Validation Loss: 2.3887
Epoch 31, Avg Train Loss: 2.3836, Avg Validation Loss: 2.3751
Epoch 32, Avg Train Loss: 2.3750, Avg Validation Loss: 2.3725
Epoch 33, Avg Train Loss: 2.3709, Avg Validation Loss: 2.3660
Epoch 34, Avg Train Loss: 2.3656, Avg Validation Loss: 2.3618
Epoch 35, Avg Train Loss: 2.3622, Avg Validation Loss: 2.3609
Epoch 36, Avg Train Loss: 2.3593, Avg Validation Loss: 2.3503
Epoch 37, Avg Train Loss: 2.3566, Avg Validation Loss: 2.3587
Epoch 38, Avg Train Loss: 2.3535, Avg Validation Loss: 2.3706
Epoch 39, Avg Train Loss: 2.3514, Avg Validation Loss: 2.3524
Epoch 40, Avg Train Loss: 2.3460, Avg Validation Loss: 2.3464
Epoch 41, Avg Train Loss: 2.3415, Avg Validation Loss: 2.3439
Epoch 42, Avg Train Loss: 2.3386, Avg Validation Loss: 2.3437
Epoch 43, Avg Train Loss: 2.3334, Avg Validation Loss: 2.3407
Epoch 44, Avg Train Loss: 2.3329, Avg Validation Loss: 2.3343
Epoch 45, Avg Train Loss: 2.3285, Avg Validation Loss: 2.3347
Epoch 46, Avg Train Loss: 2.3273, Avg Validation Loss: 2.3326
Epoch 47, Avg Train Loss: 2.3274, Avg Validation Loss: 2.3304
Epoch 48, Avg Train Loss: 2.3287, Avg Validation Loss: 2.3326
Epoch 49, Avg Train Loss: 2.3262, Avg Validation Loss: 2.3298
Epoch 50, Avg Train Loss: 2.3220, Avg Validation Loss: 2.3248
Epoch 51, Avg Train Loss: 2.3170, Avg Validation Loss: 2.3173
Epoch 52, Avg Train Loss: 2.3178, Avg Validation Loss: 2.3122
Epoch 53, Avg Train Loss: 2.3134, Avg Validation Loss: 2.3081
Epoch 54, Avg Train Loss: 2.3111, Avg Validation Loss: 2.3126
Epoch 55, Avg Train Loss: 2.3118, Avg Validation Loss: 2.3128
Epoch 56, Avg Train Loss: 2.3085, Avg Validation Loss: 2.3147
Epoch 57, Avg Train Loss: 2.3099, Avg Validation Loss: 2.3049
Epoch 58, Avg Train Loss: 2.3054, Avg Validation Loss: 2.3045
Epoch 59, Avg Train Loss: 2.3041, Avg Validation Loss: 2.2996
Epoch 60, Avg Train Loss: 2.3049, Avg Validation Loss: 2.3018
Epoch 61, Avg Train Loss: 2.3021, Avg Validation Loss: 2.3036
Epoch 62, Avg Train Loss: 2.3029, Avg Validation Loss: 2.3001
Epoch 63, Avg Train Loss: 2.3005, Avg Validation Loss: 2.2990
Epoch 64, Avg Train Loss: 2.3023, Avg Validation Loss: 2.2982
Epoch 65, Avg Train Loss: 2.2973, Avg Validation Loss: 2.2985
Epoch 66, Avg Train Loss: 2.2976, Avg Validation Loss: 2.2958
Epoch 67, Avg Train Loss: 2.2962, Avg Validation Loss: 2.3089
Epoch 68, Avg Train Loss: 2.2958, Avg Validation Loss: 2.2923
Epoch 69, Avg Train Loss: 2.2932, Avg Validation Loss: 2.2924
Epoch 70, Avg Train Loss: 2.2951, Avg Validation Loss: 2.2977
Epoch 71, Avg Train Loss: 2.2943, Avg Validation Loss: 2.2974
Epoch 72, Avg Train Loss: 2.2929, Avg Validation Loss: 2.2955
Epoch 73, Avg Train Loss: 2.2920, Avg Validation Loss: 2.2919
Epoch 74, Avg Train Loss: 2.2918, Avg Validation Loss: 2.2906
Epoch 75, Avg Train Loss: 2.2895, Avg Validation Loss: 2.2881
Epoch 76, Avg Train Loss: 2.2904, Avg Validation Loss: 2.2900
Epoch 77, Avg Train Loss: 2.2881, Avg Validation Loss: 2.2995
Epoch 78, Avg Train Loss: 2.2880, Avg Validation Loss: 2.2847
Epoch 79, Avg Train Loss: 2.2865, Avg Validation Loss: 2.2889
Epoch 80, Avg Train Loss: 2.2885, Avg Validation Loss: 2.2871
Epoch 81, Avg Train Loss: 2.2880, Avg Validation Loss: 2.2901
Epoch 82, Avg Train Loss: 2.2866, Avg Validation Loss: 2.2855
Epoch 83, Avg Train Loss: 2.2856, Avg Validation Loss: 2.2908
Epoch 84, Avg Train Loss: 2.2871, Avg Validation Loss: 2.2924
Epoch 85, Avg Train Loss: 2.2834, Avg Validation Loss: 2.2831
Epoch 86, Avg Train Loss: 2.2842, Avg Validation Loss: 2.2840
Epoch 87, Avg Train Loss: 2.2844, Avg Validation Loss: 2.2933
Epoch 88, Avg Train Loss: 2.2850, Avg Validation Loss: 2.2836
Epoch 89, Avg Train Loss: 2.2828, Avg Validation Loss: 2.2819
Epoch 90, Avg Train Loss: 2.2831, Avg Validation Loss: 2.2870
Epoch 91, Avg Train Loss: 2.2822, Avg Validation Loss: 2.2848
Epoch 92, Avg Train Loss: 2.2848, Avg Validation Loss: 2.2898
Epoch 93, Avg Train Loss: 2.2841, Avg Validation Loss: 2.3185
Epoch 94, Avg Train Loss: 2.2869, Avg Validation Loss: 2.2879
Epoch 95, Avg Train Loss: 2.2813, Avg Validation Loss: 2.2875
Epoch 96, Avg Train Loss: 2.2830, Avg Validation Loss: 2.2897
Epoch 97, Avg Train Loss: 2.2840, Avg Validation Loss: 2.2966
Epoch 98, Avg Train Loss: 2.2860, Avg Validation Loss: 2.2857
Early stopping triggered
Best model loaded successfully.
KL divergence saved successfully.
KL divergence saved successfully.
