/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_gaussians_outputs/job_4_4_64_18_303007
Epoch 0, Avg Train Loss: 12.1685, Avg Validation Loss: 9.0549
Epoch 1, Avg Train Loss: 7.5620, Avg Validation Loss: 6.3687
Epoch 2, Avg Train Loss: 5.6860, Avg Validation Loss: 5.1347
Epoch 3, Avg Train Loss: 4.7467, Avg Validation Loss: 4.4357
Epoch 4, Avg Train Loss: 4.2129, Avg Validation Loss: 4.0292
Epoch 5, Avg Train Loss: 3.8797, Avg Validation Loss: 3.7526
Epoch 6, Avg Train Loss: 3.6409, Avg Validation Loss: 3.5490
Epoch 7, Avg Train Loss: 3.4574, Avg Validation Loss: 3.3875
Epoch 8, Avg Train Loss: 3.3144, Avg Validation Loss: 3.2685
Epoch 9, Avg Train Loss: 3.2249, Avg Validation Loss: 3.2009
Epoch 10, Avg Train Loss: 3.1748, Avg Validation Loss: 3.1614
Epoch 11, Avg Train Loss: 3.1432, Avg Validation Loss: 3.1344
Epoch 12, Avg Train Loss: 3.1190, Avg Validation Loss: 3.1133
Epoch 13, Avg Train Loss: 3.0998, Avg Validation Loss: 3.0957
Epoch 14, Avg Train Loss: 3.0821, Avg Validation Loss: 3.0803
Epoch 15, Avg Train Loss: 3.0666, Avg Validation Loss: 3.0649
Epoch 16, Avg Train Loss: 3.0526, Avg Validation Loss: 3.0517
Epoch 17, Avg Train Loss: 3.0410, Avg Validation Loss: 3.0404
Epoch 18, Avg Train Loss: 3.0296, Avg Validation Loss: 3.0295
Epoch 19, Avg Train Loss: 3.0200, Avg Validation Loss: 3.0198
Epoch 20, Avg Train Loss: 3.0093, Avg Validation Loss: 3.0106
Epoch 21, Avg Train Loss: 3.0018, Avg Validation Loss: 3.0027
Epoch 22, Avg Train Loss: 2.9946, Avg Validation Loss: 2.9955
Epoch 23, Avg Train Loss: 2.9875, Avg Validation Loss: 2.9884
Epoch 24, Avg Train Loss: 2.9808, Avg Validation Loss: 2.9814
Epoch 25, Avg Train Loss: 2.9717, Avg Validation Loss: 2.9756
Epoch 26, Avg Train Loss: 2.9682, Avg Validation Loss: 2.9701
Epoch 27, Avg Train Loss: 2.9627, Avg Validation Loss: 2.9653
Epoch 28, Avg Train Loss: 2.9584, Avg Validation Loss: 2.9602
Epoch 29, Avg Train Loss: 2.9531, Avg Validation Loss: 2.9556
Epoch 30, Avg Train Loss: 2.9487, Avg Validation Loss: 2.9512
Epoch 31, Avg Train Loss: 2.9452, Avg Validation Loss: 2.9467
Epoch 32, Avg Train Loss: 2.9406, Avg Validation Loss: 2.9433
Epoch 33, Avg Train Loss: 2.9373, Avg Validation Loss: 2.9393
Epoch 34, Avg Train Loss: 2.9330, Avg Validation Loss: 2.9355
Epoch 35, Avg Train Loss: 2.9293, Avg Validation Loss: 2.9322
Epoch 36, Avg Train Loss: 2.9264, Avg Validation Loss: 2.9291
Epoch 37, Avg Train Loss: 2.9226, Avg Validation Loss: 2.9255
Epoch 38, Avg Train Loss: 2.9189, Avg Validation Loss: 2.9232
Epoch 39, Avg Train Loss: 2.9154, Avg Validation Loss: 2.9196
Epoch 40, Avg Train Loss: 2.9124, Avg Validation Loss: 2.9167
Epoch 41, Avg Train Loss: 2.9099, Avg Validation Loss: 2.9139
Epoch 42, Avg Train Loss: 2.9064, Avg Validation Loss: 2.9102
Epoch 43, Avg Train Loss: 2.9029, Avg Validation Loss: 2.9071
Epoch 44, Avg Train Loss: 2.9016, Avg Validation Loss: 2.9051
Epoch 45, Avg Train Loss: 2.8983, Avg Validation Loss: 2.9027
Epoch 46, Avg Train Loss: 2.8959, Avg Validation Loss: 2.8999
Epoch 47, Avg Train Loss: 2.8936, Avg Validation Loss: 2.8979
Epoch 48, Avg Train Loss: 2.8912, Avg Validation Loss: 2.8956
Epoch 49, Avg Train Loss: 2.8881, Avg Validation Loss: 2.8939
Epoch 50, Avg Train Loss: 2.8878, Avg Validation Loss: 2.8924
Epoch 51, Avg Train Loss: 2.8859, Avg Validation Loss: 2.8906
Epoch 52, Avg Train Loss: 2.8841, Avg Validation Loss: 2.8897
Epoch 53, Avg Train Loss: 2.8829, Avg Validation Loss: 2.8877
Epoch 54, Avg Train Loss: 2.8809, Avg Validation Loss: 2.8863
Epoch 55, Avg Train Loss: 2.8792, Avg Validation Loss: 2.8848
Epoch 56, Avg Train Loss: 2.8783, Avg Validation Loss: 2.8836
Epoch 57, Avg Train Loss: 2.8763, Avg Validation Loss: 2.8829
Epoch 58, Avg Train Loss: 2.8761, Avg Validation Loss: 2.8817
Epoch 59, Avg Train Loss: 2.8751, Avg Validation Loss: 2.8806
Epoch 60, Avg Train Loss: 2.8729, Avg Validation Loss: 2.8798
Epoch 61, Avg Train Loss: 2.8721, Avg Validation Loss: 2.8788
Epoch 62, Avg Train Loss: 2.8722, Avg Validation Loss: 2.8786
Epoch 63, Avg Train Loss: 2.8710, Avg Validation Loss: 2.8770
Epoch 64, Avg Train Loss: 2.8701, Avg Validation Loss: 2.8762
Epoch 65, Avg Train Loss: 2.8699, Avg Validation Loss: 2.8754
Epoch 66, Avg Train Loss: 2.8677, Avg Validation Loss: 2.8749
Epoch 67, Avg Train Loss: 2.8677, Avg Validation Loss: 2.8740
Epoch 68, Avg Train Loss: 2.8667, Avg Validation Loss: 2.8737
Epoch 69, Avg Train Loss: 2.8662, Avg Validation Loss: 2.8733
Epoch 70, Avg Train Loss: 2.8651, Avg Validation Loss: 2.8719
Epoch 71, Avg Train Loss: 2.8641, Avg Validation Loss: 2.8714
Epoch 72, Avg Train Loss: 2.8637, Avg Validation Loss: 2.8706
Epoch 73, Avg Train Loss: 2.8629, Avg Validation Loss: 2.8702
Epoch 74, Avg Train Loss: 2.8630, Avg Validation Loss: 2.8698
Epoch 75, Avg Train Loss: 2.8613, Avg Validation Loss: 2.8694
Epoch 76, Avg Train Loss: 2.8617, Avg Validation Loss: 2.8691
Epoch 77, Avg Train Loss: 2.8611, Avg Validation Loss: 2.8689
Epoch 78, Avg Train Loss: 2.8599, Avg Validation Loss: 2.8677
Epoch 79, Avg Train Loss: 2.8596, Avg Validation Loss: 2.8674
Epoch 80, Avg Train Loss: 2.8588, Avg Validation Loss: 2.8673
Epoch 81, Avg Train Loss: 2.8594, Avg Validation Loss: 2.8676
Epoch 82, Avg Train Loss: 2.8584, Avg Validation Loss: 2.8659
Epoch 83, Avg Train Loss: 2.8574, Avg Validation Loss: 2.8677
Epoch 84, Avg Train Loss: 2.8574, Avg Validation Loss: 2.8653
Epoch 85, Avg Train Loss: 2.8565, Avg Validation Loss: 2.8649
Epoch 86, Avg Train Loss: 2.8560, Avg Validation Loss: 2.8642
Epoch 87, Avg Train Loss: 2.8557, Avg Validation Loss: 2.8641
Epoch 88, Avg Train Loss: 2.8561, Avg Validation Loss: 2.8633
Epoch 89, Avg Train Loss: 2.8547, Avg Validation Loss: 2.8636
Epoch 90, Avg Train Loss: 2.8546, Avg Validation Loss: 2.8668
Epoch 91, Avg Train Loss: 2.8546, Avg Validation Loss: 2.8636
Epoch 92, Avg Train Loss: 2.8540, Avg Validation Loss: 2.8634
Epoch 93, Avg Train Loss: 2.8535, Avg Validation Loss: 2.8623
Epoch 94, Avg Train Loss: 2.8534, Avg Validation Loss: 2.8615
Epoch 95, Avg Train Loss: 2.8534, Avg Validation Loss: 2.8626
Epoch 96, Avg Train Loss: 2.8525, Avg Validation Loss: 2.8598
Epoch 97, Avg Train Loss: 2.8521, Avg Validation Loss: 2.8607
Epoch 98, Avg Train Loss: 2.8527, Avg Validation Loss: 2.8607
Epoch 99, Avg Train Loss: 2.8515, Avg Validation Loss: 2.8597
Epoch 100, Avg Train Loss: 2.8509, Avg Validation Loss: 2.8622
Epoch 101, Avg Train Loss: 2.8511, Avg Validation Loss: 2.8612
Epoch 102, Avg Train Loss: 2.8509, Avg Validation Loss: 2.8591
Epoch 103, Avg Train Loss: 2.8505, Avg Validation Loss: 2.8599
Epoch 104, Avg Train Loss: 2.8501, Avg Validation Loss: 2.8581
Epoch 105, Avg Train Loss: 2.8505, Avg Validation Loss: 2.8607
Epoch 106, Avg Train Loss: 2.8506, Avg Validation Loss: 2.8606
Epoch 107, Avg Train Loss: 2.8494, Avg Validation Loss: 2.8577
Epoch 108, Avg Train Loss: 2.8502, Avg Validation Loss: 2.8573
Epoch 109, Avg Train Loss: 2.8492, Avg Validation Loss: 2.8609
Epoch 110, Avg Train Loss: 2.8495, Avg Validation Loss: 2.8577
Epoch 111, Avg Train Loss: 2.8491, Avg Validation Loss: 2.8587
Epoch 112, Avg Train Loss: 2.8491, Avg Validation Loss: 2.8573
Epoch 113, Avg Train Loss: 2.8486, Avg Validation Loss: 2.8575
Epoch 114, Avg Train Loss: 2.8489, Avg Validation Loss: 2.8597
Epoch 115, Avg Train Loss: 2.8480, Avg Validation Loss: 2.8568
Epoch 116, Avg Train Loss: 2.8482, Avg Validation Loss: 2.8552
Epoch 117, Avg Train Loss: 2.8471, Avg Validation Loss: 2.8553
Epoch 118, Avg Train Loss: 2.8480, Avg Validation Loss: 2.8567
Epoch 119, Avg Train Loss: 2.8467, Avg Validation Loss: 2.8578
Epoch 120, Avg Train Loss: 2.8470, Avg Validation Loss: 2.8561
Epoch 121, Avg Train Loss: 2.8473, Avg Validation Loss: 2.8572
Epoch 122, Avg Train Loss: 2.8471, Avg Validation Loss: 2.8570
Epoch 123, Avg Train Loss: 2.8463, Avg Validation Loss: 2.8545
Epoch 124, Avg Train Loss: 2.8470, Avg Validation Loss: 2.8544
Epoch 125, Avg Train Loss: 2.8469, Avg Validation Loss: 2.8547
Epoch 126, Avg Train Loss: 2.8459, Avg Validation Loss: 2.8551
Epoch 127, Avg Train Loss: 2.8463, Avg Validation Loss: 2.8551
Epoch 128, Avg Train Loss: 2.8460, Avg Validation Loss: 2.8559
Epoch 129, Avg Train Loss: 2.8458, Avg Validation Loss: 2.8556
Epoch 130, Avg Train Loss: 2.8469, Avg Validation Loss: 2.8547
Epoch 131, Avg Train Loss: 2.8451, Avg Validation Loss: 2.8532
Epoch 132, Avg Train Loss: 2.8456, Avg Validation Loss: 2.8563
Epoch 133, Avg Train Loss: 2.8453, Avg Validation Loss: 2.8567
Epoch 134, Avg Train Loss: 2.8457, Avg Validation Loss: 2.8546
Epoch 135, Avg Train Loss: 2.8463, Avg Validation Loss: 2.8554
Epoch 136, Avg Train Loss: 2.8457, Avg Validation Loss: 2.8543
Epoch 137, Avg Train Loss: 2.8456, Avg Validation Loss: 2.8573
Epoch 138, Avg Train Loss: 2.8454, Avg Validation Loss: 2.8564
Epoch 139, Avg Train Loss: 2.8442, Avg Validation Loss: 2.8533
Epoch 140, Avg Train Loss: 2.8446, Avg Validation Loss: 2.8538
Early stopping triggered
Best model loaded successfully.
KL divergence saved successfully.
KL divergence saved successfully.
