/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_outputs/job_5e-6_lr_5_layers_4_transformations_80_neurons_15_bins_512_batch_size_CosineLRsheduler_344345
Epoch 0, Avg Train Loss: 6.8789, Avg Validation Loss: 4.6983
Epoch 1, Avg Train Loss: 3.9158, Avg Validation Loss: 3.4279
Epoch 2, Avg Train Loss: 3.1769, Avg Validation Loss: 3.0009
Epoch 3, Avg Train Loss: 2.8989, Avg Validation Loss: 2.8218
Epoch 4, Avg Train Loss: 2.7639, Avg Validation Loss: 2.7196
Epoch 5, Avg Train Loss: 2.6831, Avg Validation Loss: 2.6570
Epoch 6, Avg Train Loss: 2.6337, Avg Validation Loss: 2.6182
Epoch 7, Avg Train Loss: 2.6022, Avg Validation Loss: 2.5909
Epoch 8, Avg Train Loss: 2.5783, Avg Validation Loss: 2.5677
Epoch 9, Avg Train Loss: 2.5588, Avg Validation Loss: 2.5485
Epoch 10, Avg Train Loss: 2.5393, Avg Validation Loss: 2.5297
Epoch 11, Avg Train Loss: 2.5213, Avg Validation Loss: 2.5123
Epoch 12, Avg Train Loss: 2.5053, Avg Validation Loss: 2.4966
Epoch 13, Avg Train Loss: 2.4917, Avg Validation Loss: 2.4830
Epoch 14, Avg Train Loss: 2.4776, Avg Validation Loss: 2.4704
Epoch 15, Avg Train Loss: 2.4655, Avg Validation Loss: 2.4593
Epoch 16, Avg Train Loss: 2.4534, Avg Validation Loss: 2.4491
Epoch 17, Avg Train Loss: 2.4443, Avg Validation Loss: 2.4374
Epoch 18, Avg Train Loss: 2.4330, Avg Validation Loss: 2.4275
Epoch 19, Avg Train Loss: 2.4254, Avg Validation Loss: 2.4205
Epoch 20, Avg Train Loss: 2.4164, Avg Validation Loss: 2.4112
Epoch 21, Avg Train Loss: 2.4072, Avg Validation Loss: 2.4029
Epoch 22, Avg Train Loss: 2.3999, Avg Validation Loss: 2.3949
Epoch 23, Avg Train Loss: 2.3940, Avg Validation Loss: 2.3890
Epoch 24, Avg Train Loss: 2.3882, Avg Validation Loss: 2.3829
Epoch 25, Avg Train Loss: 2.3821, Avg Validation Loss: 2.3802
Epoch 26, Avg Train Loss: 2.3772, Avg Validation Loss: 2.3718
Epoch 27, Avg Train Loss: 2.3710, Avg Validation Loss: 2.3672
Epoch 28, Avg Train Loss: 2.3676, Avg Validation Loss: 2.3637
Epoch 29, Avg Train Loss: 2.3628, Avg Validation Loss: 2.3609
Epoch 30, Avg Train Loss: 2.3588, Avg Validation Loss: 2.3550
Epoch 31, Avg Train Loss: 2.3551, Avg Validation Loss: 2.3507
Epoch 32, Avg Train Loss: 2.3519, Avg Validation Loss: 2.3491
Epoch 33, Avg Train Loss: 2.3485, Avg Validation Loss: 2.3446
Epoch 34, Avg Train Loss: 2.3454, Avg Validation Loss: 2.3434
Epoch 35, Avg Train Loss: 2.3423, Avg Validation Loss: 2.3454
Epoch 36, Avg Train Loss: 2.3403, Avg Validation Loss: 2.3362
Epoch 37, Avg Train Loss: 2.3382, Avg Validation Loss: 2.3332
Epoch 38, Avg Train Loss: 2.3346, Avg Validation Loss: 2.3305
Epoch 39, Avg Train Loss: 2.3326, Avg Validation Loss: 2.3276
Epoch 40, Avg Train Loss: 2.3311, Avg Validation Loss: 2.3248
Epoch 41, Avg Train Loss: 2.3284, Avg Validation Loss: 2.3239
Epoch 42, Avg Train Loss: 2.3248, Avg Validation Loss: 2.3208
Epoch 43, Avg Train Loss: 2.3229, Avg Validation Loss: 2.3214
Epoch 44, Avg Train Loss: 2.3224, Avg Validation Loss: 2.3165
Epoch 45, Avg Train Loss: 2.3197, Avg Validation Loss: 2.3148
Epoch 46, Avg Train Loss: 2.3183, Avg Validation Loss: 2.3130
Epoch 47, Avg Train Loss: 2.3157, Avg Validation Loss: 2.3113
Epoch 48, Avg Train Loss: 2.3143, Avg Validation Loss: 2.3114
Epoch 49, Avg Train Loss: 2.3124, Avg Validation Loss: 2.3076
Epoch 50, Avg Train Loss: 2.3113, Avg Validation Loss: 2.3077
Epoch 51, Avg Train Loss: 2.3097, Avg Validation Loss: 2.3039
Epoch 52, Avg Train Loss: 2.3085, Avg Validation Loss: 2.3057
Epoch 53, Avg Train Loss: 2.3073, Avg Validation Loss: 2.3021
Epoch 54, Avg Train Loss: 2.3057, Avg Validation Loss: 2.2994
Epoch 55, Avg Train Loss: 2.3056, Avg Validation Loss: 2.3024
Epoch 56, Avg Train Loss: 2.3040, Avg Validation Loss: 2.2993
Epoch 57, Avg Train Loss: 2.3024, Avg Validation Loss: 2.2991
Epoch 58, Avg Train Loss: 2.3054, Avg Validation Loss: 2.2992
Epoch 59, Avg Train Loss: 2.3012, Avg Validation Loss: 2.2979
Epoch 60, Avg Train Loss: 2.2993, Avg Validation Loss: 2.2928
Epoch 61, Avg Train Loss: 2.2977, Avg Validation Loss: 2.2927
Epoch 62, Avg Train Loss: 2.2967, Avg Validation Loss: 2.2951
Epoch 63, Avg Train Loss: 2.2970, Avg Validation Loss: 2.2926
Epoch 64, Avg Train Loss: 2.2968, Avg Validation Loss: 2.2962
Epoch 65, Avg Train Loss: 2.2953, Avg Validation Loss: 2.3005
Epoch 66, Avg Train Loss: 2.2945, Avg Validation Loss: 2.2893
Epoch 67, Avg Train Loss: 2.2946, Avg Validation Loss: 2.2929
Epoch 68, Avg Train Loss: 2.2937, Avg Validation Loss: 2.2882
Epoch 69, Avg Train Loss: 2.2926, Avg Validation Loss: 2.2916
Epoch 70, Avg Train Loss: 2.2914, Avg Validation Loss: 2.2862
Epoch 71, Avg Train Loss: 2.2915, Avg Validation Loss: 2.2889
Epoch 72, Avg Train Loss: 2.2945, Avg Validation Loss: 2.2901
Epoch 73, Avg Train Loss: 2.2903, Avg Validation Loss: 2.2934
Epoch 74, Avg Train Loss: 2.2890, Avg Validation Loss: 2.2842
Epoch 75, Avg Train Loss: 2.2887, Avg Validation Loss: 2.2826
Epoch 76, Avg Train Loss: 2.2869, Avg Validation Loss: 2.2831
Epoch 77, Avg Train Loss: 2.2886, Avg Validation Loss: 2.2850
Epoch 78, Avg Train Loss: 2.2865, Avg Validation Loss: 2.2849
Epoch 79, Avg Train Loss: 2.2867, Avg Validation Loss: 2.2856
Epoch 80, Avg Train Loss: 2.2855, Avg Validation Loss: 2.2835
Epoch 81, Avg Train Loss: 2.2876, Avg Validation Loss: 2.2907
Epoch 82, Avg Train Loss: 2.2858, Avg Validation Loss: 2.2808
Epoch 83, Avg Train Loss: 2.2840, Avg Validation Loss: 2.2819
Epoch 84, Avg Train Loss: 2.2821, Avg Validation Loss: 2.2788
Epoch 85, Avg Train Loss: 2.2844, Avg Validation Loss: 2.2783
Epoch 86, Avg Train Loss: 2.2851, Avg Validation Loss: 2.2813
Epoch 87, Avg Train Loss: 2.2838, Avg Validation Loss: 2.2855
Epoch 88, Avg Train Loss: 2.2848, Avg Validation Loss: 2.2812
Epoch 89, Avg Train Loss: 2.2805, Avg Validation Loss: 2.2803
Epoch 90, Avg Train Loss: 2.2821, Avg Validation Loss: 2.2789
Epoch 91, Avg Train Loss: 2.2837, Avg Validation Loss: 2.2899
Epoch 92, Avg Train Loss: 2.2827, Avg Validation Loss: 2.3010
Epoch 93, Avg Train Loss: 2.2842, Avg Validation Loss: 2.2791
Epoch 94, Avg Train Loss: 2.2784, Avg Validation Loss: 2.2794
Epoch 95, Avg Train Loss: 2.2812, Avg Validation Loss: 2.2758
Epoch 96, Avg Train Loss: 2.2816, Avg Validation Loss: 2.2807
Epoch 97, Avg Train Loss: 2.2795, Avg Validation Loss: 2.2814
Epoch 98, Avg Train Loss: 2.2781, Avg Validation Loss: 2.2857
Epoch 99, Avg Train Loss: 2.2804, Avg Validation Loss: 2.2880
Epoch 100, Avg Train Loss: 2.2796, Avg Validation Loss: 2.2790
Epoch 101, Avg Train Loss: 2.2790, Avg Validation Loss: 2.2778
Epoch 102, Avg Train Loss: 2.2805, Avg Validation Loss: 2.2838
Epoch 103, Avg Train Loss: 2.2798, Avg Validation Loss: 2.2814
Epoch 104, Avg Train Loss: 2.2773, Avg Validation Loss: 2.2769
Early stopping triggered
