/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_gaussians_outputs/job_3_6_64_12_719662
Epoch 0, Avg Train Loss: 9.6231, Avg Validation Loss: 7.4105
Epoch 1, Avg Train Loss: 6.2341, Avg Validation Loss: 5.2899
Epoch 2, Avg Train Loss: 4.7546, Avg Validation Loss: 4.2979
Epoch 3, Avg Train Loss: 4.0060, Avg Validation Loss: 3.7640
Epoch 4, Avg Train Loss: 3.6042, Avg Validation Loss: 3.4683
Epoch 5, Avg Train Loss: 3.3749, Avg Validation Loss: 3.2918
Epoch 6, Avg Train Loss: 3.2380, Avg Validation Loss: 3.1850
Epoch 7, Avg Train Loss: 3.1529, Avg Validation Loss: 3.1171
Epoch 8, Avg Train Loss: 3.0980, Avg Validation Loss: 3.0704
Epoch 9, Avg Train Loss: 3.0574, Avg Validation Loss: 3.0351
Epoch 10, Avg Train Loss: 3.0265, Avg Validation Loss: 3.0072
Epoch 11, Avg Train Loss: 3.0029, Avg Validation Loss: 2.9854
Epoch 12, Avg Train Loss: 2.9824, Avg Validation Loss: 2.9673
Epoch 13, Avg Train Loss: 2.9667, Avg Validation Loss: 2.9523
Epoch 14, Avg Train Loss: 2.9528, Avg Validation Loss: 2.9401
Epoch 15, Avg Train Loss: 2.9416, Avg Validation Loss: 2.9302
Epoch 16, Avg Train Loss: 2.9329, Avg Validation Loss: 2.9220
Epoch 17, Avg Train Loss: 2.9261, Avg Validation Loss: 2.9154
Epoch 18, Avg Train Loss: 2.9201, Avg Validation Loss: 2.9101
Epoch 19, Avg Train Loss: 2.9153, Avg Validation Loss: 2.9055
Epoch 20, Avg Train Loss: 2.9112, Avg Validation Loss: 2.9015
Epoch 21, Avg Train Loss: 2.9074, Avg Validation Loss: 2.8984
Epoch 22, Avg Train Loss: 2.9044, Avg Validation Loss: 2.8955
Epoch 23, Avg Train Loss: 2.9016, Avg Validation Loss: 2.8929
Epoch 24, Avg Train Loss: 2.8992, Avg Validation Loss: 2.8901
Epoch 25, Avg Train Loss: 2.8973, Avg Validation Loss: 2.8878
Epoch 26, Avg Train Loss: 2.8943, Avg Validation Loss: 2.8859
Epoch 27, Avg Train Loss: 2.8917, Avg Validation Loss: 2.8839
Epoch 28, Avg Train Loss: 2.8907, Avg Validation Loss: 2.8821
Epoch 29, Avg Train Loss: 2.8892, Avg Validation Loss: 2.8802
Epoch 30, Avg Train Loss: 2.8876, Avg Validation Loss: 2.8787
Epoch 31, Avg Train Loss: 2.8851, Avg Validation Loss: 2.8771
Epoch 32, Avg Train Loss: 2.8842, Avg Validation Loss: 2.8757
Epoch 33, Avg Train Loss: 2.8816, Avg Validation Loss: 2.8741
Epoch 34, Avg Train Loss: 2.8806, Avg Validation Loss: 2.8725
Epoch 35, Avg Train Loss: 2.8791, Avg Validation Loss: 2.8712
Epoch 36, Avg Train Loss: 2.8774, Avg Validation Loss: 2.8699
Epoch 37, Avg Train Loss: 2.8761, Avg Validation Loss: 2.8687
Epoch 38, Avg Train Loss: 2.8750, Avg Validation Loss: 2.8676
Epoch 39, Avg Train Loss: 2.8742, Avg Validation Loss: 2.8669
Epoch 40, Avg Train Loss: 2.8724, Avg Validation Loss: 2.8656
Epoch 41, Avg Train Loss: 2.8711, Avg Validation Loss: 2.8646
Epoch 42, Avg Train Loss: 2.8705, Avg Validation Loss: 2.8638
Epoch 43, Avg Train Loss: 2.8702, Avg Validation Loss: 2.8635
Epoch 44, Avg Train Loss: 2.8689, Avg Validation Loss: 2.8620
Epoch 45, Avg Train Loss: 2.8680, Avg Validation Loss: 2.8617
Epoch 46, Avg Train Loss: 2.8670, Avg Validation Loss: 2.8605
Epoch 47, Avg Train Loss: 2.8667, Avg Validation Loss: 2.8600
Epoch 48, Avg Train Loss: 2.8653, Avg Validation Loss: 2.8589
Epoch 49, Avg Train Loss: 2.8639, Avg Validation Loss: 2.8584
Epoch 50, Avg Train Loss: 2.8640, Avg Validation Loss: 2.8572
Epoch 51, Avg Train Loss: 2.8626, Avg Validation Loss: 2.8570
Epoch 52, Avg Train Loss: 2.8616, Avg Validation Loss: 2.8559
Epoch 53, Avg Train Loss: 2.8613, Avg Validation Loss: 2.8558
Epoch 54, Avg Train Loss: 2.8607, Avg Validation Loss: 2.8549
Epoch 55, Avg Train Loss: 2.8597, Avg Validation Loss: 2.8544
Epoch 56, Avg Train Loss: 2.8593, Avg Validation Loss: 2.8534
Epoch 57, Avg Train Loss: 2.8586, Avg Validation Loss: 2.8533
Epoch 58, Avg Train Loss: 2.8582, Avg Validation Loss: 2.8527
Epoch 59, Avg Train Loss: 2.8565, Avg Validation Loss: 2.8516
Epoch 60, Avg Train Loss: 2.8563, Avg Validation Loss: 2.8512
Epoch 61, Avg Train Loss: 2.8560, Avg Validation Loss: 2.8515
Epoch 62, Avg Train Loss: 2.8553, Avg Validation Loss: 2.8506
Epoch 63, Avg Train Loss: 2.8540, Avg Validation Loss: 2.8507
Epoch 64, Avg Train Loss: 2.8537, Avg Validation Loss: 2.8500
Epoch 65, Avg Train Loss: 2.8534, Avg Validation Loss: 2.8497
Epoch 66, Avg Train Loss: 2.8529, Avg Validation Loss: 2.8491
Epoch 67, Avg Train Loss: 2.8521, Avg Validation Loss: 2.8496
Epoch 68, Avg Train Loss: 2.8520, Avg Validation Loss: 2.8496
Epoch 69, Avg Train Loss: 2.8514, Avg Validation Loss: 2.8483
Epoch 70, Avg Train Loss: 2.8512, Avg Validation Loss: 2.8474
Epoch 71, Avg Train Loss: 2.8508, Avg Validation Loss: 2.8471
Epoch 72, Avg Train Loss: 2.8504, Avg Validation Loss: 2.8483
Epoch 73, Avg Train Loss: 2.8500, Avg Validation Loss: 2.8476
Epoch 74, Avg Train Loss: 2.8494, Avg Validation Loss: 2.8470
Epoch 75, Avg Train Loss: 2.8493, Avg Validation Loss: 2.8465
Epoch 76, Avg Train Loss: 2.8487, Avg Validation Loss: 2.8466
Epoch 77, Avg Train Loss: 2.8488, Avg Validation Loss: 2.8448
Epoch 78, Avg Train Loss: 2.8477, Avg Validation Loss: 2.8456
Epoch 79, Avg Train Loss: 2.8485, Avg Validation Loss: 2.8452
Epoch 80, Avg Train Loss: 2.8483, Avg Validation Loss: 2.8452
Epoch 81, Avg Train Loss: 2.8475, Avg Validation Loss: 2.8439
Epoch 82, Avg Train Loss: 2.8476, Avg Validation Loss: 2.8446
Epoch 83, Avg Train Loss: 2.8467, Avg Validation Loss: 2.8440
Epoch 84, Avg Train Loss: 2.8470, Avg Validation Loss: 2.8441
Epoch 85, Avg Train Loss: 2.8463, Avg Validation Loss: 2.8439
Epoch 86, Avg Train Loss: 2.8460, Avg Validation Loss: 2.8431
Epoch 87, Avg Train Loss: 2.8459, Avg Validation Loss: 2.8445
Epoch 88, Avg Train Loss: 2.8461, Avg Validation Loss: 2.8435
Epoch 89, Avg Train Loss: 2.8459, Avg Validation Loss: 2.8423
Epoch 90, Avg Train Loss: 2.8452, Avg Validation Loss: 2.8421
Epoch 91, Avg Train Loss: 2.8448, Avg Validation Loss: 2.8425
Epoch 92, Avg Train Loss: 2.8450, Avg Validation Loss: 2.8417
Epoch 93, Avg Train Loss: 2.8446, Avg Validation Loss: 2.8425
Epoch 94, Avg Train Loss: 2.8451, Avg Validation Loss: 2.8415
Epoch 95, Avg Train Loss: 2.8440, Avg Validation Loss: 2.8410
Epoch 96, Avg Train Loss: 2.8447, Avg Validation Loss: 2.8416
Epoch 97, Avg Train Loss: 2.8434, Avg Validation Loss: 2.8422
Epoch 98, Avg Train Loss: 2.8438, Avg Validation Loss: 2.8410
