/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_gaussians_outputs/job_6_2_128_8_718827
Epoch 0, Avg Train Loss: 34.5648, Avg Validation Loss: 18.2375
Epoch 1, Avg Train Loss: 12.6796, Avg Validation Loss: 8.7617
Epoch 2, Avg Train Loss: 7.3167, Avg Validation Loss: 6.1197
Epoch 3, Avg Train Loss: 5.4982, Avg Validation Loss: 4.9060
Epoch 4, Avg Train Loss: 4.6023, Avg Validation Loss: 4.3331
Epoch 5, Avg Train Loss: 4.1845, Avg Validation Loss: 3.9940
Epoch 6, Avg Train Loss: 3.8616, Avg Validation Loss: 3.7064
Epoch 7, Avg Train Loss: 3.6263, Avg Validation Loss: 3.5409
Epoch 8, Avg Train Loss: 3.4864, Avg Validation Loss: 3.4258
Epoch 9, Avg Train Loss: 3.3925, Avg Validation Loss: 3.3436
Epoch 10, Avg Train Loss: 3.3241, Avg Validation Loss: 3.2854
Epoch 11, Avg Train Loss: 3.2745, Avg Validation Loss: 3.2361
Epoch 12, Avg Train Loss: 3.2299, Avg Validation Loss: 3.1957
Epoch 13, Avg Train Loss: 3.1964, Avg Validation Loss: 3.1647
Epoch 14, Avg Train Loss: 3.1700, Avg Validation Loss: 3.1386
Epoch 15, Avg Train Loss: 3.1442, Avg Validation Loss: 3.1196
Epoch 16, Avg Train Loss: 3.1265, Avg Validation Loss: 3.0964
Epoch 17, Avg Train Loss: 3.1057, Avg Validation Loss: 3.0783
Epoch 18, Avg Train Loss: 3.0908, Avg Validation Loss: 3.0598
Epoch 19, Avg Train Loss: 3.0767, Avg Validation Loss: 3.0456
Epoch 20, Avg Train Loss: 3.0647, Avg Validation Loss: 3.0344
Epoch 21, Avg Train Loss: 3.0556, Avg Validation Loss: 3.0245
Epoch 22, Avg Train Loss: 3.0430, Avg Validation Loss: 3.0168
Epoch 23, Avg Train Loss: 3.0347, Avg Validation Loss: 3.0087
Epoch 24, Avg Train Loss: 3.0243, Avg Validation Loss: 2.9991
Epoch 25, Avg Train Loss: 3.0147, Avg Validation Loss: 2.9898
Epoch 26, Avg Train Loss: 3.0065, Avg Validation Loss: 2.9808
Epoch 27, Avg Train Loss: 2.9980, Avg Validation Loss: 2.9749
Epoch 28, Avg Train Loss: 2.9915, Avg Validation Loss: 2.9677
Epoch 29, Avg Train Loss: 2.9849, Avg Validation Loss: 2.9648
Epoch 30, Avg Train Loss: 2.9762, Avg Validation Loss: 2.9534
Epoch 31, Avg Train Loss: 2.9688, Avg Validation Loss: 2.9472
Epoch 32, Avg Train Loss: 2.9607, Avg Validation Loss: 2.9420
Epoch 33, Avg Train Loss: 2.9533, Avg Validation Loss: 2.9361
Epoch 34, Avg Train Loss: 2.9472, Avg Validation Loss: 2.9297
Epoch 35, Avg Train Loss: 2.9406, Avg Validation Loss: 2.9241
Epoch 36, Avg Train Loss: 2.9344, Avg Validation Loss: 2.9181
Epoch 37, Avg Train Loss: 2.9299, Avg Validation Loss: 2.9124
Epoch 38, Avg Train Loss: 2.9223, Avg Validation Loss: 2.9058
Epoch 39, Avg Train Loss: 2.9177, Avg Validation Loss: 2.8990
Epoch 40, Avg Train Loss: 2.9137, Avg Validation Loss: 2.8939
Epoch 41, Avg Train Loss: 2.9082, Avg Validation Loss: 2.8911
Epoch 42, Avg Train Loss: 2.9039, Avg Validation Loss: 2.8873
Epoch 43, Avg Train Loss: 2.9001, Avg Validation Loss: 2.8846
Epoch 44, Avg Train Loss: 2.8972, Avg Validation Loss: 2.8810
Epoch 45, Avg Train Loss: 2.8928, Avg Validation Loss: 2.8801
Epoch 46, Avg Train Loss: 2.8909, Avg Validation Loss: 2.8785
Epoch 47, Avg Train Loss: 2.8877, Avg Validation Loss: 2.8775
Epoch 48, Avg Train Loss: 2.8851, Avg Validation Loss: 2.8746
Epoch 49, Avg Train Loss: 2.8817, Avg Validation Loss: 2.8747
Epoch 50, Avg Train Loss: 2.8804, Avg Validation Loss: 2.8717
Epoch 51, Avg Train Loss: 2.8776, Avg Validation Loss: 2.8712
Epoch 52, Avg Train Loss: 2.8767, Avg Validation Loss: 2.8719
Epoch 53, Avg Train Loss: 2.8738, Avg Validation Loss: 2.8684
Epoch 54, Avg Train Loss: 2.8732, Avg Validation Loss: 2.8668
Epoch 55, Avg Train Loss: 2.8715, Avg Validation Loss: 2.8656
Epoch 56, Avg Train Loss: 2.8699, Avg Validation Loss: 2.8672
Epoch 57, Avg Train Loss: 2.8693, Avg Validation Loss: 2.8684
Epoch 58, Avg Train Loss: 2.8680, Avg Validation Loss: 2.8650
Epoch 59, Avg Train Loss: 2.8662, Avg Validation Loss: 2.8644
Epoch 60, Avg Train Loss: 2.8671, Avg Validation Loss: 2.8635
Epoch 61, Avg Train Loss: 2.8653, Avg Validation Loss: 2.8651
Epoch 62, Avg Train Loss: 2.8641, Avg Validation Loss: 2.8621
Epoch 63, Avg Train Loss: 2.8628, Avg Validation Loss: 2.8605
Epoch 64, Avg Train Loss: 2.8638, Avg Validation Loss: 2.8605
Epoch 65, Avg Train Loss: 2.8621, Avg Validation Loss: 2.8612
Epoch 66, Avg Train Loss: 2.8615, Avg Validation Loss: 2.8604
Epoch 67, Avg Train Loss: 2.8611, Avg Validation Loss: 2.8592
Epoch 68, Avg Train Loss: 2.8601, Avg Validation Loss: 2.8599
Epoch 69, Avg Train Loss: 2.8604, Avg Validation Loss: 2.8580
Epoch 70, Avg Train Loss: 2.8592, Avg Validation Loss: 2.8585
Epoch 71, Avg Train Loss: 2.8582, Avg Validation Loss: 2.8572
Epoch 72, Avg Train Loss: 2.8582, Avg Validation Loss: 2.8574
Epoch 73, Avg Train Loss: 2.8576, Avg Validation Loss: 2.8586
