/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_gaussians_outputs/job_3_6_64_8_719654
Epoch 0, Avg Train Loss: 5.0146, Avg Validation Loss: 4.2245
Epoch 1, Avg Train Loss: 3.8409, Avg Validation Loss: 3.5926
Epoch 2, Avg Train Loss: 3.4253, Avg Validation Loss: 3.3144
Epoch 3, Avg Train Loss: 3.2282, Avg Validation Loss: 3.1821
Epoch 4, Avg Train Loss: 3.1423, Avg Validation Loss: 3.1264
Epoch 5, Avg Train Loss: 3.1015, Avg Validation Loss: 3.0959
Epoch 6, Avg Train Loss: 3.0746, Avg Validation Loss: 3.0719
Epoch 7, Avg Train Loss: 3.0524, Avg Validation Loss: 3.0518
Epoch 8, Avg Train Loss: 3.0321, Avg Validation Loss: 3.0326
Epoch 9, Avg Train Loss: 3.0137, Avg Validation Loss: 3.0146
Epoch 10, Avg Train Loss: 2.9968, Avg Validation Loss: 2.9989
Epoch 11, Avg Train Loss: 2.9814, Avg Validation Loss: 2.9845
Epoch 12, Avg Train Loss: 2.9675, Avg Validation Loss: 2.9722
Epoch 13, Avg Train Loss: 2.9549, Avg Validation Loss: 2.9608
Epoch 14, Avg Train Loss: 2.9445, Avg Validation Loss: 2.9503
Epoch 15, Avg Train Loss: 2.9342, Avg Validation Loss: 2.9418
Epoch 16, Avg Train Loss: 2.9257, Avg Validation Loss: 2.9342
Epoch 17, Avg Train Loss: 2.9177, Avg Validation Loss: 2.9274
Epoch 18, Avg Train Loss: 2.9112, Avg Validation Loss: 2.9223
Epoch 19, Avg Train Loss: 2.9055, Avg Validation Loss: 2.9167
Epoch 20, Avg Train Loss: 2.8996, Avg Validation Loss: 2.9124
Epoch 21, Avg Train Loss: 2.8958, Avg Validation Loss: 2.9084
Epoch 22, Avg Train Loss: 2.8923, Avg Validation Loss: 2.9049
Epoch 23, Avg Train Loss: 2.8894, Avg Validation Loss: 2.9015
Epoch 24, Avg Train Loss: 2.8857, Avg Validation Loss: 2.8988
Epoch 25, Avg Train Loss: 2.8832, Avg Validation Loss: 2.8961
Epoch 26, Avg Train Loss: 2.8812, Avg Validation Loss: 2.8940
Epoch 27, Avg Train Loss: 2.8788, Avg Validation Loss: 2.8918
Epoch 28, Avg Train Loss: 2.8769, Avg Validation Loss: 2.8898
Epoch 29, Avg Train Loss: 2.8752, Avg Validation Loss: 2.8877
