/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_gaussians_outputs/job_3_4_64_10_719160
Epoch 0, Avg Train Loss: 7.4495, Avg Validation Loss: 6.2088
Epoch 1, Avg Train Loss: 5.6954, Avg Validation Loss: 5.1549
Epoch 2, Avg Train Loss: 4.8501, Avg Validation Loss: 4.5022
Epoch 3, Avg Train Loss: 4.3034, Avg Validation Loss: 4.0621
Epoch 4, Avg Train Loss: 3.9327, Avg Validation Loss: 3.7710
Epoch 5, Avg Train Loss: 3.6846, Avg Validation Loss: 3.5694
Epoch 6, Avg Train Loss: 3.5133, Avg Validation Loss: 3.4197
Epoch 7, Avg Train Loss: 3.3819, Avg Validation Loss: 3.3095
Epoch 8, Avg Train Loss: 3.2837, Avg Validation Loss: 3.2268
Epoch 9, Avg Train Loss: 3.2078, Avg Validation Loss: 3.1634
Epoch 10, Avg Train Loss: 3.1499, Avg Validation Loss: 3.1125
Epoch 11, Avg Train Loss: 3.1042, Avg Validation Loss: 3.0727
Epoch 12, Avg Train Loss: 3.0672, Avg Validation Loss: 3.0408
Epoch 13, Avg Train Loss: 3.0374, Avg Validation Loss: 3.0153
Epoch 14, Avg Train Loss: 3.0152, Avg Validation Loss: 2.9954
Epoch 15, Avg Train Loss: 2.9978, Avg Validation Loss: 2.9795
Epoch 16, Avg Train Loss: 2.9835, Avg Validation Loss: 2.9654
Epoch 17, Avg Train Loss: 2.9711, Avg Validation Loss: 2.9543
Epoch 18, Avg Train Loss: 2.9603, Avg Validation Loss: 2.9447
Epoch 19, Avg Train Loss: 2.9511, Avg Validation Loss: 2.9364
Epoch 20, Avg Train Loss: 2.9422, Avg Validation Loss: 2.9295
Epoch 21, Avg Train Loss: 2.9363, Avg Validation Loss: 2.9233
Epoch 22, Avg Train Loss: 2.9292, Avg Validation Loss: 2.9175
Epoch 23, Avg Train Loss: 2.9240, Avg Validation Loss: 2.9124
Epoch 24, Avg Train Loss: 2.9191, Avg Validation Loss: 2.9080
Epoch 25, Avg Train Loss: 2.9155, Avg Validation Loss: 2.9041
Epoch 26, Avg Train Loss: 2.9116, Avg Validation Loss: 2.9004
Epoch 27, Avg Train Loss: 2.9082, Avg Validation Loss: 2.8972
Epoch 28, Avg Train Loss: 2.9046, Avg Validation Loss: 2.8940
Epoch 29, Avg Train Loss: 2.9013, Avg Validation Loss: 2.8909
Epoch 30, Avg Train Loss: 2.8987, Avg Validation Loss: 2.8880
Epoch 31, Avg Train Loss: 2.8958, Avg Validation Loss: 2.8857
Epoch 32, Avg Train Loss: 2.8937, Avg Validation Loss: 2.8836
Epoch 33, Avg Train Loss: 2.8913, Avg Validation Loss: 2.8809
Epoch 34, Avg Train Loss: 2.8892, Avg Validation Loss: 2.8795
Epoch 35, Avg Train Loss: 2.8871, Avg Validation Loss: 2.8770
Epoch 36, Avg Train Loss: 2.8851, Avg Validation Loss: 2.8752
Epoch 37, Avg Train Loss: 2.8835, Avg Validation Loss: 2.8732
Epoch 38, Avg Train Loss: 2.8815, Avg Validation Loss: 2.8718
Epoch 39, Avg Train Loss: 2.8797, Avg Validation Loss: 2.8702
Epoch 40, Avg Train Loss: 2.8781, Avg Validation Loss: 2.8688
Epoch 41, Avg Train Loss: 2.8772, Avg Validation Loss: 2.8679
Epoch 42, Avg Train Loss: 2.8760, Avg Validation Loss: 2.8663
Epoch 43, Avg Train Loss: 2.8751, Avg Validation Loss: 2.8655
Epoch 44, Avg Train Loss: 2.8738, Avg Validation Loss: 2.8643
Epoch 45, Avg Train Loss: 2.8724, Avg Validation Loss: 2.8634
Epoch 46, Avg Train Loss: 2.8714, Avg Validation Loss: 2.8622
Epoch 47, Avg Train Loss: 2.8705, Avg Validation Loss: 2.8610
Epoch 48, Avg Train Loss: 2.8701, Avg Validation Loss: 2.8604
Epoch 49, Avg Train Loss: 2.8690, Avg Validation Loss: 2.8597
Epoch 50, Avg Train Loss: 2.8682, Avg Validation Loss: 2.8589
