/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_gaussians_outputs/job_4_6_32_4_857784
Epoch 0, Avg Train Loss: 22.5284, Avg Validation Loss: 19.8180
Epoch 1, Avg Train Loss: 18.1521, Avg Validation Loss: 16.5798
Epoch 2, Avg Train Loss: 15.2721, Avg Validation Loss: 14.0036
Epoch 3, Avg Train Loss: 12.9448, Avg Validation Loss: 11.8886
Epoch 4, Avg Train Loss: 10.9995, Avg Validation Loss: 10.1163
Epoch 5, Avg Train Loss: 9.3751, Avg Validation Loss: 8.6395
Epoch 6, Avg Train Loss: 8.0479, Avg Validation Loss: 7.4592
Epoch 7, Avg Train Loss: 7.0026, Avg Validation Loss: 6.5472
Epoch 8, Avg Train Loss: 6.2079, Avg Validation Loss: 5.8544
Epoch 9, Avg Train Loss: 5.6027, Avg Validation Loss: 5.3254
Epoch 10, Avg Train Loss: 5.1423, Avg Validation Loss: 4.9234
Epoch 11, Avg Train Loss: 4.7867, Avg Validation Loss: 4.6107
Epoch 12, Avg Train Loss: 4.5046, Avg Validation Loss: 4.3606
Epoch 13, Avg Train Loss: 4.2790, Avg Validation Loss: 4.1574
Epoch 14, Avg Train Loss: 4.0970, Avg Validation Loss: 3.9892
Epoch 15, Avg Train Loss: 3.9450, Avg Validation Loss: 3.8479
Epoch 16, Avg Train Loss: 3.8144, Avg Validation Loss: 3.7278
Epoch 17, Avg Train Loss: 3.7070, Avg Validation Loss: 3.6267
Epoch 18, Avg Train Loss: 3.6146, Avg Validation Loss: 3.5417
Epoch 19, Avg Train Loss: 3.5375, Avg Validation Loss: 3.4709
Epoch 20, Avg Train Loss: 3.4725, Avg Validation Loss: 3.4106
Epoch 21, Avg Train Loss: 3.4193, Avg Validation Loss: 3.3596
Epoch 22, Avg Train Loss: 3.3717, Avg Validation Loss: 3.3159
Epoch 23, Avg Train Loss: 3.3320, Avg Validation Loss: 3.2764
Epoch 24, Avg Train Loss: 3.2947, Avg Validation Loss: 3.2408
Epoch 25, Avg Train Loss: 3.2638, Avg Validation Loss: 3.2067
Epoch 26, Avg Train Loss: 3.2293, Avg Validation Loss: 3.1734
Epoch 27, Avg Train Loss: 3.1978, Avg Validation Loss: 3.1406
Epoch 28, Avg Train Loss: 3.1643, Avg Validation Loss: 3.1079
Epoch 29, Avg Train Loss: 3.1315, Avg Validation Loss: 3.0751
Epoch 30, Avg Train Loss: 3.0963, Avg Validation Loss: 3.0435
Epoch 31, Avg Train Loss: 3.0652, Avg Validation Loss: 3.0162
Epoch 32, Avg Train Loss: 3.0407, Avg Validation Loss: 2.9948
Epoch 33, Avg Train Loss: 3.0196, Avg Validation Loss: 2.9778
Epoch 34, Avg Train Loss: 3.0051, Avg Validation Loss: 2.9653
Epoch 35, Avg Train Loss: 2.9915, Avg Validation Loss: 2.9538
Epoch 36, Avg Train Loss: 2.9819, Avg Validation Loss: 2.9448
Epoch 37, Avg Train Loss: 2.9722, Avg Validation Loss: 2.9367
Epoch 38, Avg Train Loss: 2.9648, Avg Validation Loss: 2.9295
Epoch 39, Avg Train Loss: 2.9575, Avg Validation Loss: 2.9231
Epoch 40, Avg Train Loss: 2.9509, Avg Validation Loss: 2.9171
Epoch 41, Avg Train Loss: 2.9433, Avg Validation Loss: 2.9115
Epoch 42, Avg Train Loss: 2.9388, Avg Validation Loss: 2.9065
Epoch 43, Avg Train Loss: 2.9321, Avg Validation Loss: 2.9015
Epoch 44, Avg Train Loss: 2.9292, Avg Validation Loss: 2.8972
Epoch 45, Avg Train Loss: 2.9227, Avg Validation Loss: 2.8931
Epoch 46, Avg Train Loss: 2.9177, Avg Validation Loss: 2.8905
Epoch 47, Avg Train Loss: 2.9167, Avg Validation Loss: 2.8870
Epoch 48, Avg Train Loss: 2.9117, Avg Validation Loss: 2.8846
Epoch 49, Avg Train Loss: 2.9080, Avg Validation Loss: 2.8817
Epoch 50, Avg Train Loss: 2.9050, Avg Validation Loss: 2.8800
Epoch 51, Avg Train Loss: 2.9031, Avg Validation Loss: 2.8778
Epoch 52, Avg Train Loss: 2.9003, Avg Validation Loss: 2.8763
Epoch 53, Avg Train Loss: 2.8983, Avg Validation Loss: 2.8743
Epoch 54, Avg Train Loss: 2.8978, Avg Validation Loss: 2.8736
Epoch 55, Avg Train Loss: 2.8963, Avg Validation Loss: 2.8722
Epoch 56, Avg Train Loss: 2.8929, Avg Validation Loss: 2.8706
Epoch 57, Avg Train Loss: 2.8922, Avg Validation Loss: 2.8692
Epoch 58, Avg Train Loss: 2.8889, Avg Validation Loss: 2.8683
Epoch 59, Avg Train Loss: 2.8871, Avg Validation Loss: 2.8669
Epoch 60, Avg Train Loss: 2.8854, Avg Validation Loss: 2.8658
Epoch 61, Avg Train Loss: 2.8841, Avg Validation Loss: 2.8648
Epoch 62, Avg Train Loss: 2.8837, Avg Validation Loss: 2.8636
Epoch 63, Avg Train Loss: 2.8811, Avg Validation Loss: 2.8630
Epoch 64, Avg Train Loss: 2.8793, Avg Validation Loss: 2.8615
Epoch 65, Avg Train Loss: 2.8765, Avg Validation Loss: 2.8604
Epoch 66, Avg Train Loss: 2.8754, Avg Validation Loss: 2.8592
Epoch 67, Avg Train Loss: 2.8748, Avg Validation Loss: 2.8584
Epoch 68, Avg Train Loss: 2.8738, Avg Validation Loss: 2.8575
Epoch 69, Avg Train Loss: 2.8717, Avg Validation Loss: 2.8566
Epoch 70, Avg Train Loss: 2.8712, Avg Validation Loss: 2.8559
Epoch 71, Avg Train Loss: 2.8690, Avg Validation Loss: 2.8547
Epoch 72, Avg Train Loss: 2.8684, Avg Validation Loss: 2.8545
Epoch 73, Avg Train Loss: 2.8670, Avg Validation Loss: 2.8536
Epoch 74, Avg Train Loss: 2.8647, Avg Validation Loss: 2.8530
Epoch 75, Avg Train Loss: 2.8649, Avg Validation Loss: 2.8523
Epoch 76, Avg Train Loss: 2.8640, Avg Validation Loss: 2.8522
Epoch 77, Avg Train Loss: 2.8628, Avg Validation Loss: 2.8510
Epoch 78, Avg Train Loss: 2.8617, Avg Validation Loss: 2.8506
Epoch 79, Avg Train Loss: 2.8613, Avg Validation Loss: 2.8497
Epoch 80, Avg Train Loss: 2.8606, Avg Validation Loss: 2.8491
Epoch 81, Avg Train Loss: 2.8596, Avg Validation Loss: 2.8487
Epoch 82, Avg Train Loss: 2.8588, Avg Validation Loss: 2.8485
Epoch 83, Avg Train Loss: 2.8571, Avg Validation Loss: 2.8486
Epoch 84, Avg Train Loss: 2.8576, Avg Validation Loss: 2.8482
Epoch 85, Avg Train Loss: 2.8562, Avg Validation Loss: 2.8477
Epoch 86, Avg Train Loss: 2.8558, Avg Validation Loss: 2.8474
Epoch 87, Avg Train Loss: 2.8548, Avg Validation Loss: 2.8479
Epoch 88, Avg Train Loss: 2.8540, Avg Validation Loss: 2.8466
Epoch 89, Avg Train Loss: 2.8543, Avg Validation Loss: 2.8463
Epoch 90, Avg Train Loss: 2.8529, Avg Validation Loss: 2.8465
Epoch 91, Avg Train Loss: 2.8530, Avg Validation Loss: 2.8462
Epoch 92, Avg Train Loss: 2.8520, Avg Validation Loss: 2.8457
Epoch 93, Avg Train Loss: 2.8512, Avg Validation Loss: 2.8456
Epoch 94, Avg Train Loss: 2.8505, Avg Validation Loss: 2.8453
Epoch 95, Avg Train Loss: 2.8504, Avg Validation Loss: 2.8455
Epoch 96, Avg Train Loss: 2.8494, Avg Validation Loss: 2.8447
Epoch 97, Avg Train Loss: 2.8491, Avg Validation Loss: 2.8479
Epoch 98, Avg Train Loss: 2.8487, Avg Validation Loss: 2.8452
