/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_gaussians_outputs/job_3_4_32_6_857759
Epoch 0, Avg Train Loss: 8.3235, Avg Validation Loss: 7.3761
Epoch 1, Avg Train Loss: 6.7092, Avg Validation Loss: 6.0408
Epoch 2, Avg Train Loss: 5.5789, Avg Validation Loss: 5.1065
Epoch 3, Avg Train Loss: 4.7933, Avg Validation Loss: 4.4703
Epoch 4, Avg Train Loss: 4.2634, Avg Validation Loss: 4.0459
Epoch 5, Avg Train Loss: 3.9067, Avg Validation Loss: 3.7556
Epoch 6, Avg Train Loss: 3.6576, Avg Validation Loss: 3.5496
Epoch 7, Avg Train Loss: 3.4776, Avg Validation Loss: 3.3993
Epoch 8, Avg Train Loss: 3.3482, Avg Validation Loss: 3.2896
Epoch 9, Avg Train Loss: 3.2561, Avg Validation Loss: 3.2114
Epoch 10, Avg Train Loss: 3.1889, Avg Validation Loss: 3.1538
Epoch 11, Avg Train Loss: 3.1387, Avg Validation Loss: 3.1086
Epoch 12, Avg Train Loss: 3.0949, Avg Validation Loss: 3.0697
Epoch 13, Avg Train Loss: 3.0595, Avg Validation Loss: 3.0358
Epoch 14, Avg Train Loss: 3.0265, Avg Validation Loss: 3.0068
Epoch 15, Avg Train Loss: 2.9994, Avg Validation Loss: 2.9832
Epoch 16, Avg Train Loss: 2.9752, Avg Validation Loss: 2.9641
Epoch 17, Avg Train Loss: 2.9604, Avg Validation Loss: 2.9500
Epoch 18, Avg Train Loss: 2.9482, Avg Validation Loss: 2.9402
Epoch 19, Avg Train Loss: 2.9400, Avg Validation Loss: 2.9327
Epoch 20, Avg Train Loss: 2.9338, Avg Validation Loss: 2.9265
Epoch 21, Avg Train Loss: 2.9282, Avg Validation Loss: 2.9217
Epoch 22, Avg Train Loss: 2.9236, Avg Validation Loss: 2.9170
Epoch 23, Avg Train Loss: 2.9190, Avg Validation Loss: 2.9131
Epoch 24, Avg Train Loss: 2.9150, Avg Validation Loss: 2.9095
Epoch 25, Avg Train Loss: 2.9118, Avg Validation Loss: 2.9062
Epoch 26, Avg Train Loss: 2.9085, Avg Validation Loss: 2.9031
Epoch 27, Avg Train Loss: 2.9058, Avg Validation Loss: 2.9003
Epoch 28, Avg Train Loss: 2.9025, Avg Validation Loss: 2.8977
Epoch 29, Avg Train Loss: 2.9002, Avg Validation Loss: 2.8953
Epoch 30, Avg Train Loss: 2.8984, Avg Validation Loss: 2.8931
Epoch 31, Avg Train Loss: 2.8948, Avg Validation Loss: 2.8910
Epoch 32, Avg Train Loss: 2.8928, Avg Validation Loss: 2.8889
Epoch 33, Avg Train Loss: 2.8920, Avg Validation Loss: 2.8871
Epoch 34, Avg Train Loss: 2.8894, Avg Validation Loss: 2.8852
Epoch 35, Avg Train Loss: 2.8873, Avg Validation Loss: 2.8835
Epoch 36, Avg Train Loss: 2.8852, Avg Validation Loss: 2.8818
Epoch 37, Avg Train Loss: 2.8839, Avg Validation Loss: 2.8803
Epoch 38, Avg Train Loss: 2.8830, Avg Validation Loss: 2.8787
Epoch 39, Avg Train Loss: 2.8808, Avg Validation Loss: 2.8774
Epoch 40, Avg Train Loss: 2.8796, Avg Validation Loss: 2.8761
Epoch 41, Avg Train Loss: 2.8772, Avg Validation Loss: 2.8746
Epoch 42, Avg Train Loss: 2.8762, Avg Validation Loss: 2.8734
Epoch 43, Avg Train Loss: 2.8736, Avg Validation Loss: 2.8722
Epoch 44, Avg Train Loss: 2.8723, Avg Validation Loss: 2.8712
Epoch 45, Avg Train Loss: 2.8715, Avg Validation Loss: 2.8701
Epoch 46, Avg Train Loss: 2.8709, Avg Validation Loss: 2.8690
Epoch 47, Avg Train Loss: 2.8693, Avg Validation Loss: 2.8683
Epoch 48, Avg Train Loss: 2.8687, Avg Validation Loss: 2.8674
Epoch 49, Avg Train Loss: 2.8669, Avg Validation Loss: 2.8664
Epoch 50, Avg Train Loss: 2.8665, Avg Validation Loss: 2.8656
Epoch 51, Avg Train Loss: 2.8649, Avg Validation Loss: 2.8651
Epoch 52, Avg Train Loss: 2.8651, Avg Validation Loss: 2.8646
Epoch 53, Avg Train Loss: 2.8631, Avg Validation Loss: 2.8636
