/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_gaussians_outputs/job_6_4_64_12_719317
Epoch 0, Avg Train Loss: 19.7122, Avg Validation Loss: 13.5717
Epoch 1, Avg Train Loss: 9.3987, Avg Validation Loss: 6.6288
Epoch 2, Avg Train Loss: 5.8408, Avg Validation Loss: 5.1224
Epoch 3, Avg Train Loss: 4.7747, Avg Validation Loss: 4.4153
Epoch 4, Avg Train Loss: 4.2399, Avg Validation Loss: 3.9952
Epoch 5, Avg Train Loss: 3.9005, Avg Validation Loss: 3.7375
Epoch 6, Avg Train Loss: 3.6925, Avg Validation Loss: 3.5849
Epoch 7, Avg Train Loss: 3.5618, Avg Validation Loss: 3.4853
Epoch 8, Avg Train Loss: 3.4700, Avg Validation Loss: 3.4110
Epoch 9, Avg Train Loss: 3.4022, Avg Validation Loss: 3.3518
Epoch 10, Avg Train Loss: 3.3467, Avg Validation Loss: 3.3040
Epoch 11, Avg Train Loss: 3.3018, Avg Validation Loss: 3.2626
Epoch 12, Avg Train Loss: 3.2611, Avg Validation Loss: 3.2251
Epoch 13, Avg Train Loss: 3.2235, Avg Validation Loss: 3.1888
Epoch 14, Avg Train Loss: 3.1898, Avg Validation Loss: 3.1572
Epoch 15, Avg Train Loss: 3.1601, Avg Validation Loss: 3.1289
Epoch 16, Avg Train Loss: 3.1330, Avg Validation Loss: 3.1039
Epoch 17, Avg Train Loss: 3.1071, Avg Validation Loss: 3.0793
Epoch 18, Avg Train Loss: 3.0843, Avg Validation Loss: 3.0571
Epoch 19, Avg Train Loss: 3.0638, Avg Validation Loss: 3.0371
Epoch 20, Avg Train Loss: 3.0461, Avg Validation Loss: 3.0194
Epoch 21, Avg Train Loss: 3.0286, Avg Validation Loss: 3.0040
Epoch 22, Avg Train Loss: 3.0141, Avg Validation Loss: 2.9901
Epoch 23, Avg Train Loss: 3.0004, Avg Validation Loss: 2.9777
Epoch 24, Avg Train Loss: 2.9904, Avg Validation Loss: 2.9675
Epoch 25, Avg Train Loss: 2.9805, Avg Validation Loss: 2.9588
Epoch 26, Avg Train Loss: 2.9714, Avg Validation Loss: 2.9502
Epoch 27, Avg Train Loss: 2.9638, Avg Validation Loss: 2.9428
Epoch 28, Avg Train Loss: 2.9561, Avg Validation Loss: 2.9365
Epoch 29, Avg Train Loss: 2.9507, Avg Validation Loss: 2.9309
Epoch 30, Avg Train Loss: 2.9449, Avg Validation Loss: 2.9264
Epoch 31, Avg Train Loss: 2.9411, Avg Validation Loss: 2.9225
Epoch 32, Avg Train Loss: 2.9365, Avg Validation Loss: 2.9177
Epoch 33, Avg Train Loss: 2.9316, Avg Validation Loss: 2.9142
Epoch 34, Avg Train Loss: 2.9283, Avg Validation Loss: 2.9109
Epoch 35, Avg Train Loss: 2.9244, Avg Validation Loss: 2.9073
Epoch 36, Avg Train Loss: 2.9211, Avg Validation Loss: 2.9042
Epoch 37, Avg Train Loss: 2.9184, Avg Validation Loss: 2.9015
Epoch 38, Avg Train Loss: 2.9154, Avg Validation Loss: 2.8989
Epoch 39, Avg Train Loss: 2.9119, Avg Validation Loss: 2.8955
Epoch 40, Avg Train Loss: 2.9088, Avg Validation Loss: 2.8928
Epoch 41, Avg Train Loss: 2.9061, Avg Validation Loss: 2.8901
Epoch 42, Avg Train Loss: 2.9029, Avg Validation Loss: 2.8878
Epoch 43, Avg Train Loss: 2.9015, Avg Validation Loss: 2.8861
Epoch 44, Avg Train Loss: 2.8983, Avg Validation Loss: 2.8846
Epoch 45, Avg Train Loss: 2.8962, Avg Validation Loss: 2.8823
Epoch 46, Avg Train Loss: 2.8945, Avg Validation Loss: 2.8799
Epoch 47, Avg Train Loss: 2.8915, Avg Validation Loss: 2.8790
Epoch 48, Avg Train Loss: 2.8896, Avg Validation Loss: 2.8758
Epoch 49, Avg Train Loss: 2.8865, Avg Validation Loss: 2.8744
Epoch 50, Avg Train Loss: 2.8845, Avg Validation Loss: 2.8730
Epoch 51, Avg Train Loss: 2.8829, Avg Validation Loss: 2.8711
Epoch 52, Avg Train Loss: 2.8817, Avg Validation Loss: 2.8708
Epoch 53, Avg Train Loss: 2.8810, Avg Validation Loss: 2.8685
Epoch 54, Avg Train Loss: 2.8787, Avg Validation Loss: 2.8680
Epoch 55, Avg Train Loss: 2.8776, Avg Validation Loss: 2.8655
