/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_gaussians_outputs/job_6_8_128_8_720171
Epoch 0, Avg Train Loss: 8.1190, Avg Validation Loss: 5.3593
Epoch 1, Avg Train Loss: 4.6580, Avg Validation Loss: 4.1245
Epoch 2, Avg Train Loss: 3.8758, Avg Validation Loss: 3.6513
Epoch 3, Avg Train Loss: 3.4727, Avg Validation Loss: 3.3160
Epoch 4, Avg Train Loss: 3.2178, Avg Validation Loss: 3.1243
Epoch 5, Avg Train Loss: 3.0836, Avg Validation Loss: 3.0336
Epoch 6, Avg Train Loss: 3.0207, Avg Validation Loss: 2.9919
Epoch 7, Avg Train Loss: 2.9869, Avg Validation Loss: 2.9670
Epoch 8, Avg Train Loss: 2.9656, Avg Validation Loss: 2.9469
Epoch 9, Avg Train Loss: 2.9492, Avg Validation Loss: 2.9336
Epoch 10, Avg Train Loss: 2.9359, Avg Validation Loss: 2.9232
Epoch 11, Avg Train Loss: 2.9244, Avg Validation Loss: 2.9129
Epoch 12, Avg Train Loss: 2.9157, Avg Validation Loss: 2.9052
Epoch 13, Avg Train Loss: 2.9081, Avg Validation Loss: 2.8977
Epoch 14, Avg Train Loss: 2.9009, Avg Validation Loss: 2.8915
Epoch 15, Avg Train Loss: 2.8955, Avg Validation Loss: 2.8856
Epoch 16, Avg Train Loss: 2.8901, Avg Validation Loss: 2.8807
Epoch 17, Avg Train Loss: 2.8851, Avg Validation Loss: 2.8774
Epoch 18, Avg Train Loss: 2.8812, Avg Validation Loss: 2.8731
Epoch 19, Avg Train Loss: 2.8777, Avg Validation Loss: 2.8705
Epoch 20, Avg Train Loss: 2.8745, Avg Validation Loss: 2.8678
Epoch 21, Avg Train Loss: 2.8712, Avg Validation Loss: 2.8657
Epoch 22, Avg Train Loss: 2.8700, Avg Validation Loss: 2.8666
Epoch 23, Avg Train Loss: 2.8685, Avg Validation Loss: 2.8626
Epoch 24, Avg Train Loss: 2.8671, Avg Validation Loss: 2.8618
Epoch 25, Avg Train Loss: 2.8645, Avg Validation Loss: 2.8600
Epoch 26, Avg Train Loss: 2.8649, Avg Validation Loss: 2.8588
Epoch 27, Avg Train Loss: 2.8639, Avg Validation Loss: 2.8573
Epoch 28, Avg Train Loss: 2.8621, Avg Validation Loss: 2.8554
Epoch 29, Avg Train Loss: 2.8607, Avg Validation Loss: 2.8556
Epoch 30, Avg Train Loss: 2.8600, Avg Validation Loss: 2.8536
Epoch 31, Avg Train Loss: 2.8588, Avg Validation Loss: 2.8538
Epoch 32, Avg Train Loss: 2.8591, Avg Validation Loss: 2.8522
Epoch 33, Avg Train Loss: 2.8573, Avg Validation Loss: 2.8511
Epoch 34, Avg Train Loss: 2.8569, Avg Validation Loss: 2.8534
Epoch 35, Avg Train Loss: 2.8563, Avg Validation Loss: 2.8527
