/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_gaussians_outputs/job_3_6_32_6_719484
Epoch 0, Avg Train Loss: 4.6113, Avg Validation Loss: 4.2964
Epoch 1, Avg Train Loss: 4.0765, Avg Validation Loss: 3.8697
Epoch 2, Avg Train Loss: 3.7315, Avg Validation Loss: 3.5957
Epoch 3, Avg Train Loss: 3.5078, Avg Validation Loss: 3.4128
Epoch 4, Avg Train Loss: 3.3549, Avg Validation Loss: 3.2868
Epoch 5, Avg Train Loss: 3.2481, Avg Validation Loss: 3.1974
Epoch 6, Avg Train Loss: 3.1722, Avg Validation Loss: 3.1340
Epoch 7, Avg Train Loss: 3.1182, Avg Validation Loss: 3.0885
Epoch 8, Avg Train Loss: 3.0799, Avg Validation Loss: 3.0559
Epoch 9, Avg Train Loss: 3.0499, Avg Validation Loss: 3.0318
Epoch 10, Avg Train Loss: 3.0290, Avg Validation Loss: 3.0122
Epoch 11, Avg Train Loss: 3.0109, Avg Validation Loss: 2.9962
Epoch 12, Avg Train Loss: 2.9962, Avg Validation Loss: 2.9823
Epoch 13, Avg Train Loss: 2.9840, Avg Validation Loss: 2.9704
Epoch 14, Avg Train Loss: 2.9725, Avg Validation Loss: 2.9595
Epoch 15, Avg Train Loss: 2.9627, Avg Validation Loss: 2.9497
Epoch 16, Avg Train Loss: 2.9532, Avg Validation Loss: 2.9409
Epoch 17, Avg Train Loss: 2.9448, Avg Validation Loss: 2.9327
Epoch 18, Avg Train Loss: 2.9375, Avg Validation Loss: 2.9252
Epoch 19, Avg Train Loss: 2.9302, Avg Validation Loss: 2.9179
Epoch 20, Avg Train Loss: 2.9234, Avg Validation Loss: 2.9115
Epoch 21, Avg Train Loss: 2.9179, Avg Validation Loss: 2.9057
Epoch 22, Avg Train Loss: 2.9119, Avg Validation Loss: 2.9007
Epoch 23, Avg Train Loss: 2.9073, Avg Validation Loss: 2.8955
Epoch 24, Avg Train Loss: 2.9016, Avg Validation Loss: 2.8910
Epoch 25, Avg Train Loss: 2.8985, Avg Validation Loss: 2.8869
Epoch 26, Avg Train Loss: 2.8947, Avg Validation Loss: 2.8831
Epoch 27, Avg Train Loss: 2.8912, Avg Validation Loss: 2.8793
Epoch 28, Avg Train Loss: 2.8886, Avg Validation Loss: 2.8763
Epoch 29, Avg Train Loss: 2.8849, Avg Validation Loss: 2.8737
Epoch 30, Avg Train Loss: 2.8823, Avg Validation Loss: 2.8707
Epoch 31, Avg Train Loss: 2.8800, Avg Validation Loss: 2.8682
Epoch 32, Avg Train Loss: 2.8786, Avg Validation Loss: 2.8662
Epoch 33, Avg Train Loss: 2.8752, Avg Validation Loss: 2.8640
Epoch 34, Avg Train Loss: 2.8732, Avg Validation Loss: 2.8624
Epoch 35, Avg Train Loss: 2.8723, Avg Validation Loss: 2.8606
Epoch 36, Avg Train Loss: 2.8708, Avg Validation Loss: 2.8594
Epoch 37, Avg Train Loss: 2.8699, Avg Validation Loss: 2.8580
Epoch 38, Avg Train Loss: 2.8683, Avg Validation Loss: 2.8569
Epoch 39, Avg Train Loss: 2.8668, Avg Validation Loss: 2.8559
Epoch 40, Avg Train Loss: 2.8664, Avg Validation Loss: 2.8549
Epoch 41, Avg Train Loss: 2.8648, Avg Validation Loss: 2.8540
Epoch 42, Avg Train Loss: 2.8635, Avg Validation Loss: 2.8532
Epoch 43, Avg Train Loss: 2.8626, Avg Validation Loss: 2.8524
Epoch 44, Avg Train Loss: 2.8614, Avg Validation Loss: 2.8517
Epoch 45, Avg Train Loss: 2.8605, Avg Validation Loss: 2.8515
Epoch 46, Avg Train Loss: 2.8601, Avg Validation Loss: 2.8515
Epoch 47, Avg Train Loss: 2.8596, Avg Validation Loss: 2.8500
Epoch 48, Avg Train Loss: 2.8590, Avg Validation Loss: 2.8493
Epoch 49, Avg Train Loss: 2.8584, Avg Validation Loss: 2.8494
Epoch 50, Avg Train Loss: 2.8572, Avg Validation Loss: 2.8483
Epoch 51, Avg Train Loss: 2.8568, Avg Validation Loss: 2.8477
Epoch 52, Avg Train Loss: 2.8561, Avg Validation Loss: 2.8475
Epoch 53, Avg Train Loss: 2.8558, Avg Validation Loss: 2.8470
Epoch 54, Avg Train Loss: 2.8548, Avg Validation Loss: 2.8467
Epoch 55, Avg Train Loss: 2.8536, Avg Validation Loss: 2.8465
Epoch 56, Avg Train Loss: 2.8534, Avg Validation Loss: 2.8487
Epoch 57, Avg Train Loss: 2.8542, Avg Validation Loss: 2.8457
Epoch 58, Avg Train Loss: 2.8527, Avg Validation Loss: 2.8455
Epoch 59, Avg Train Loss: 2.8524, Avg Validation Loss: 2.8452
Epoch 60, Avg Train Loss: 2.8528, Avg Validation Loss: 2.8451
Epoch 61, Avg Train Loss: 2.8515, Avg Validation Loss: 2.8442
Epoch 62, Avg Train Loss: 2.8514, Avg Validation Loss: 2.8441
Epoch 63, Avg Train Loss: 2.8500, Avg Validation Loss: 2.8444
Epoch 64, Avg Train Loss: 2.8499, Avg Validation Loss: 2.8435
Epoch 65, Avg Train Loss: 2.8501, Avg Validation Loss: 2.8429
Epoch 66, Avg Train Loss: 2.8494, Avg Validation Loss: 2.8429
Epoch 67, Avg Train Loss: 2.8496, Avg Validation Loss: 2.8444
Epoch 68, Avg Train Loss: 2.8489, Avg Validation Loss: 2.8426
Epoch 69, Avg Train Loss: 2.8494, Avg Validation Loss: 2.8423
Epoch 70, Avg Train Loss: 2.8488, Avg Validation Loss: 2.8441
Epoch 71, Avg Train Loss: 2.8489, Avg Validation Loss: 2.8417
Epoch 72, Avg Train Loss: 2.8481, Avg Validation Loss: 2.8430
Epoch 73, Avg Train Loss: 2.8480, Avg Validation Loss: 2.8413
Epoch 74, Avg Train Loss: 2.8480, Avg Validation Loss: 2.8409
Epoch 75, Avg Train Loss: 2.8471, Avg Validation Loss: 2.8418
Epoch 76, Avg Train Loss: 2.8480, Avg Validation Loss: 2.8418
Epoch 77, Avg Train Loss: 2.8472, Avg Validation Loss: 2.8406
Epoch 78, Avg Train Loss: 2.8471, Avg Validation Loss: 2.8403
Epoch 79, Avg Train Loss: 2.8464, Avg Validation Loss: 2.8413
Epoch 80, Avg Train Loss: 2.8466, Avg Validation Loss: 2.8398
Epoch 81, Avg Train Loss: 2.8459, Avg Validation Loss: 2.8399
Epoch 82, Avg Train Loss: 2.8457, Avg Validation Loss: 2.8405
Epoch 83, Avg Train Loss: 2.8452, Avg Validation Loss: 2.8413
Epoch 84, Avg Train Loss: 2.8463, Avg Validation Loss: 2.8401
Epoch 85, Avg Train Loss: 2.8453, Avg Validation Loss: 2.8399
Epoch 86, Avg Train Loss: 2.8450, Avg Validation Loss: 2.8402
Epoch 87, Avg Train Loss: 2.8452, Avg Validation Loss: 2.8397
Epoch 88, Avg Train Loss: 2.8452, Avg Validation Loss: 2.8388
Epoch 89, Avg Train Loss: 2.8451, Avg Validation Loss: 2.8392
Epoch 90, Avg Train Loss: 2.8448, Avg Validation Loss: 2.8422
Epoch 91, Avg Train Loss: 2.8446, Avg Validation Loss: 2.8386
Epoch 92, Avg Train Loss: 2.8445, Avg Validation Loss: 2.8383
Epoch 93, Avg Train Loss: 2.8441, Avg Validation Loss: 2.8385
Epoch 94, Avg Train Loss: 2.8439, Avg Validation Loss: 2.8397
Epoch 95, Avg Train Loss: 2.8438, Avg Validation Loss: 2.8379
Epoch 96, Avg Train Loss: 2.8437, Avg Validation Loss: 2.8379
Epoch 97, Avg Train Loss: 2.8432, Avg Validation Loss: 2.8382
Epoch 98, Avg Train Loss: 2.8439, Avg Validation Loss: 2.8383
Epoch 99, Avg Train Loss: 2.8438, Avg Validation Loss: 2.8380
Epoch 100, Avg Train Loss: 2.8435, Avg Validation Loss: 2.8386
Epoch 101, Avg Train Loss: 2.8436, Avg Validation Loss: 2.8403
Epoch 102, Avg Train Loss: 2.8426, Avg Validation Loss: 2.8384
Epoch 103, Avg Train Loss: 2.8434, Avg Validation Loss: 2.8377
Epoch 104, Avg Train Loss: 2.8432, Avg Validation Loss: 2.8376
Epoch 105, Avg Train Loss: 2.8431, Avg Validation Loss: 2.8381
Epoch 106, Avg Train Loss: 2.8436, Avg Validation Loss: 2.8380
Epoch 107, Avg Train Loss: 2.8428, Avg Validation Loss: 2.8373
Epoch 108, Avg Train Loss: 2.8428, Avg Validation Loss: 2.8426
Epoch 109, Avg Train Loss: 2.8432, Avg Validation Loss: 2.8391
Epoch 110, Avg Train Loss: 2.8428, Avg Validation Loss: 2.8371
Epoch 111, Avg Train Loss: 2.8422, Avg Validation Loss: 2.8371
Epoch 112, Avg Train Loss: 2.8425, Avg Validation Loss: 2.8374
Epoch 113, Avg Train Loss: 2.8422, Avg Validation Loss: 2.8372
Epoch 114, Avg Train Loss: 2.8427, Avg Validation Loss: 2.8378
Epoch 115, Avg Train Loss: 2.8420, Avg Validation Loss: 2.8379
Epoch 116, Avg Train Loss: 2.8426, Avg Validation Loss: 2.8373
Epoch 117, Avg Train Loss: 2.8416, Avg Validation Loss: 2.8366
Epoch 118, Avg Train Loss: 2.8420, Avg Validation Loss: 2.8380
