/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_gaussians_outputs/job_4_2_64_6_857742
Epoch 0, Avg Train Loss: 22.4931, Avg Validation Loss: 18.9635
Epoch 1, Avg Train Loss: 16.3638, Avg Validation Loss: 13.8683
Epoch 2, Avg Train Loss: 12.0963, Avg Validation Loss: 10.4978
Epoch 3, Avg Train Loss: 9.3841, Avg Validation Loss: 8.3698
Epoch 4, Avg Train Loss: 7.6386, Avg Validation Loss: 6.8852
Epoch 5, Avg Train Loss: 6.3317, Avg Validation Loss: 5.7474
Epoch 6, Avg Train Loss: 5.3572, Avg Validation Loss: 4.9497
Epoch 7, Avg Train Loss: 4.7001, Avg Validation Loss: 4.4342
Epoch 8, Avg Train Loss: 4.2757, Avg Validation Loss: 4.1109
Epoch 9, Avg Train Loss: 4.0174, Avg Validation Loss: 3.9148
Epoch 10, Avg Train Loss: 3.8498, Avg Validation Loss: 3.7786
Epoch 11, Avg Train Loss: 3.7415, Avg Validation Loss: 3.6908
Epoch 12, Avg Train Loss: 3.6635, Avg Validation Loss: 3.6251
Epoch 13, Avg Train Loss: 3.6011, Avg Validation Loss: 3.5697
Epoch 14, Avg Train Loss: 3.5536, Avg Validation Loss: 3.5244
Epoch 15, Avg Train Loss: 3.5126, Avg Validation Loss: 3.4837
Epoch 16, Avg Train Loss: 3.4733, Avg Validation Loss: 3.4440
Epoch 17, Avg Train Loss: 3.4349, Avg Validation Loss: 3.4063
Epoch 18, Avg Train Loss: 3.4019, Avg Validation Loss: 3.3698
Epoch 19, Avg Train Loss: 3.3637, Avg Validation Loss: 3.3342
Epoch 20, Avg Train Loss: 3.3283, Avg Validation Loss: 3.2995
Epoch 21, Avg Train Loss: 3.2933, Avg Validation Loss: 3.2653
Epoch 22, Avg Train Loss: 3.2601, Avg Validation Loss: 3.2319
Epoch 23, Avg Train Loss: 3.2275, Avg Validation Loss: 3.1997
Epoch 24, Avg Train Loss: 3.1956, Avg Validation Loss: 3.1683
Epoch 25, Avg Train Loss: 3.1646, Avg Validation Loss: 3.1370
Epoch 26, Avg Train Loss: 3.1338, Avg Validation Loss: 3.1055
Epoch 27, Avg Train Loss: 3.1032, Avg Validation Loss: 3.0732
Epoch 28, Avg Train Loss: 3.0732, Avg Validation Loss: 3.0412
Epoch 29, Avg Train Loss: 3.0418, Avg Validation Loss: 3.0113
Epoch 30, Avg Train Loss: 3.0174, Avg Validation Loss: 2.9848
Epoch 31, Avg Train Loss: 2.9925, Avg Validation Loss: 2.9621
Epoch 32, Avg Train Loss: 2.9742, Avg Validation Loss: 2.9439
Epoch 33, Avg Train Loss: 2.9575, Avg Validation Loss: 2.9291
Epoch 34, Avg Train Loss: 2.9472, Avg Validation Loss: 2.9175
Epoch 35, Avg Train Loss: 2.9365, Avg Validation Loss: 2.9081
Epoch 36, Avg Train Loss: 2.9280, Avg Validation Loss: 2.9003
Epoch 37, Avg Train Loss: 2.9204, Avg Validation Loss: 2.8933
Epoch 38, Avg Train Loss: 2.9155, Avg Validation Loss: 2.8878
Epoch 39, Avg Train Loss: 2.9113, Avg Validation Loss: 2.8826
Epoch 40, Avg Train Loss: 2.9061, Avg Validation Loss: 2.8782
Epoch 41, Avg Train Loss: 2.9028, Avg Validation Loss: 2.8738
Epoch 42, Avg Train Loss: 2.8963, Avg Validation Loss: 2.8702
Epoch 43, Avg Train Loss: 2.8927, Avg Validation Loss: 2.8668
Epoch 44, Avg Train Loss: 2.8912, Avg Validation Loss: 2.8639
Epoch 45, Avg Train Loss: 2.8871, Avg Validation Loss: 2.8614
Epoch 46, Avg Train Loss: 2.8838, Avg Validation Loss: 2.8592
Epoch 47, Avg Train Loss: 2.8801, Avg Validation Loss: 2.8576
Epoch 48, Avg Train Loss: 2.8796, Avg Validation Loss: 2.8553
Epoch 49, Avg Train Loss: 2.8759, Avg Validation Loss: 2.8543
Epoch 50, Avg Train Loss: 2.8751, Avg Validation Loss: 2.8531
Epoch 51, Avg Train Loss: 2.8735, Avg Validation Loss: 2.8515
Epoch 52, Avg Train Loss: 2.8723, Avg Validation Loss: 2.8503
Epoch 53, Avg Train Loss: 2.8697, Avg Validation Loss: 2.8491
Epoch 54, Avg Train Loss: 2.8685, Avg Validation Loss: 2.8486
Epoch 55, Avg Train Loss: 2.8667, Avg Validation Loss: 2.8471
Epoch 56, Avg Train Loss: 2.8665, Avg Validation Loss: 2.8463
Epoch 57, Avg Train Loss: 2.8655, Avg Validation Loss: 2.8459
Epoch 58, Avg Train Loss: 2.8647, Avg Validation Loss: 2.8463
Epoch 59, Avg Train Loss: 2.8640, Avg Validation Loss: 2.8445
Epoch 60, Avg Train Loss: 2.8610, Avg Validation Loss: 2.8444
Epoch 61, Avg Train Loss: 2.8608, Avg Validation Loss: 2.8439
Epoch 62, Avg Train Loss: 2.8598, Avg Validation Loss: 2.8429
Epoch 63, Avg Train Loss: 2.8597, Avg Validation Loss: 2.8426
Epoch 64, Avg Train Loss: 2.8589, Avg Validation Loss: 2.8420
Epoch 65, Avg Train Loss: 2.8567, Avg Validation Loss: 2.8423
Epoch 66, Avg Train Loss: 2.8572, Avg Validation Loss: 2.8416
Epoch 67, Avg Train Loss: 2.8572, Avg Validation Loss: 2.8424
Epoch 68, Avg Train Loss: 2.8563, Avg Validation Loss: 2.8410
Epoch 69, Avg Train Loss: 2.8552, Avg Validation Loss: 2.8404
Epoch 70, Avg Train Loss: 2.8546, Avg Validation Loss: 2.8400
Epoch 71, Avg Train Loss: 2.8545, Avg Validation Loss: 2.8399
