/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_gaussians_outputs/job_2_4_64_8_857770
Epoch 0, Avg Train Loss: 22.5767, Avg Validation Loss: 19.4234
Epoch 1, Avg Train Loss: 16.5330, Avg Validation Loss: 13.8222
Epoch 2, Avg Train Loss: 11.6648, Avg Validation Loss: 9.7448
Epoch 3, Avg Train Loss: 8.4465, Avg Validation Loss: 7.3522
Epoch 4, Avg Train Loss: 6.6546, Avg Validation Loss: 6.0767
Epoch 5, Avg Train Loss: 5.6825, Avg Validation Loss: 5.3331
Epoch 6, Avg Train Loss: 5.0583, Avg Validation Loss: 4.8059
Epoch 7, Avg Train Loss: 4.5964, Avg Validation Loss: 4.3978
Epoch 8, Avg Train Loss: 4.2366, Avg Validation Loss: 4.0760
Epoch 9, Avg Train Loss: 3.9582, Avg Validation Loss: 3.8252
Epoch 10, Avg Train Loss: 3.7417, Avg Validation Loss: 3.6319
Epoch 11, Avg Train Loss: 3.5757, Avg Validation Loss: 3.4817
Epoch 12, Avg Train Loss: 3.4444, Avg Validation Loss: 3.3645
Epoch 13, Avg Train Loss: 3.3431, Avg Validation Loss: 3.2717
Epoch 14, Avg Train Loss: 3.2604, Avg Validation Loss: 3.1964
Epoch 15, Avg Train Loss: 3.1940, Avg Validation Loss: 3.1353
Epoch 16, Avg Train Loss: 3.1377, Avg Validation Loss: 3.0850
Epoch 17, Avg Train Loss: 3.0930, Avg Validation Loss: 3.0441
Epoch 18, Avg Train Loss: 3.0558, Avg Validation Loss: 3.0107
Epoch 19, Avg Train Loss: 3.0256, Avg Validation Loss: 2.9838
Epoch 20, Avg Train Loss: 3.0016, Avg Validation Loss: 2.9620
Epoch 21, Avg Train Loss: 2.9812, Avg Validation Loss: 2.9443
Epoch 22, Avg Train Loss: 2.9640, Avg Validation Loss: 2.9295
Epoch 23, Avg Train Loss: 2.9509, Avg Validation Loss: 2.9174
Epoch 24, Avg Train Loss: 2.9407, Avg Validation Loss: 2.9074
Epoch 25, Avg Train Loss: 2.9308, Avg Validation Loss: 2.8993
Epoch 26, Avg Train Loss: 2.9231, Avg Validation Loss: 2.8924
