/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_outputs/job_5e-6_lr_5_layers_4_transformations_80_neurons_15_bins_512_batch_size_CosineLRsheduler_337450
Epoch 0, Avg Train Loss: 7.1290, Avg Validation Loss: 5.9143
Epoch 1, Avg Train Loss: 5.3118, Avg Validation Loss: 4.8530
Epoch 2, Avg Train Loss: 4.4231, Avg Validation Loss: 4.0873
Epoch 3, Avg Train Loss: 3.8288, Avg Validation Loss: 3.6431
Epoch 4, Avg Train Loss: 3.4874, Avg Validation Loss: 3.3727
Epoch 5, Avg Train Loss: 3.2614, Avg Validation Loss: 3.1904
Epoch 6, Avg Train Loss: 3.1396, Avg Validation Loss: 3.1021
Epoch 7, Avg Train Loss: 3.0564, Avg Validation Loss: 3.0233
Epoch 8, Avg Train Loss: 2.9819, Avg Validation Loss: 2.9491
Epoch 9, Avg Train Loss: 2.9089, Avg Validation Loss: 2.8736
Epoch 10, Avg Train Loss: 2.8379, Avg Validation Loss: 2.8023
Epoch 11, Avg Train Loss: 2.7724, Avg Validation Loss: 2.7423
Epoch 12, Avg Train Loss: 2.7182, Avg Validation Loss: 2.6911
Epoch 13, Avg Train Loss: 2.6719, Avg Validation Loss: 2.6461
Epoch 14, Avg Train Loss: 2.6300, Avg Validation Loss: 2.6043
Epoch 15, Avg Train Loss: 2.5950, Avg Validation Loss: 2.5740
Epoch 16, Avg Train Loss: 2.5669, Avg Validation Loss: 2.5475
Epoch 17, Avg Train Loss: 2.5433, Avg Validation Loss: 2.5255
Epoch 18, Avg Train Loss: 2.5211, Avg Validation Loss: 2.5042
Epoch 19, Avg Train Loss: 2.4995, Avg Validation Loss: 2.4843
Epoch 20, Avg Train Loss: 2.4810, Avg Validation Loss: 2.4658
Epoch 21, Avg Train Loss: 2.4632, Avg Validation Loss: 2.4498
Epoch 22, Avg Train Loss: 2.4478, Avg Validation Loss: 2.4349
Epoch 23, Avg Train Loss: 2.4355, Avg Validation Loss: 2.4218
Epoch 24, Avg Train Loss: 2.4240, Avg Validation Loss: 2.4115
Epoch 25, Avg Train Loss: 2.4146, Avg Validation Loss: 2.4025
Epoch 26, Avg Train Loss: 2.4069, Avg Validation Loss: 2.3932
Epoch 27, Avg Train Loss: 2.3983, Avg Validation Loss: 2.3868
Epoch 28, Avg Train Loss: 2.3921, Avg Validation Loss: 2.3794
Epoch 29, Avg Train Loss: 2.3847, Avg Validation Loss: 2.3737
Epoch 30, Avg Train Loss: 2.3789, Avg Validation Loss: 2.3684
Epoch 31, Avg Train Loss: 2.3743, Avg Validation Loss: 2.3628
Epoch 32, Avg Train Loss: 2.3691, Avg Validation Loss: 2.3595
Epoch 33, Avg Train Loss: 2.3654, Avg Validation Loss: 2.3559
Epoch 34, Avg Train Loss: 2.3608, Avg Validation Loss: 2.3517
Epoch 35, Avg Train Loss: 2.3564, Avg Validation Loss: 2.3469
Epoch 36, Avg Train Loss: 2.3536, Avg Validation Loss: 2.3446
Epoch 37, Avg Train Loss: 2.3501, Avg Validation Loss: 2.3419
Epoch 38, Avg Train Loss: 2.3482, Avg Validation Loss: 2.3386
Epoch 39, Avg Train Loss: 2.3441, Avg Validation Loss: 2.3375
Epoch 40, Avg Train Loss: 2.3421, Avg Validation Loss: 2.3332
Epoch 41, Avg Train Loss: 2.3398, Avg Validation Loss: 2.3319
Epoch 42, Avg Train Loss: 2.3370, Avg Validation Loss: 2.3300
Epoch 43, Avg Train Loss: 2.3353, Avg Validation Loss: 2.3276
Epoch 44, Avg Train Loss: 2.3327, Avg Validation Loss: 2.3275
Epoch 45, Avg Train Loss: 2.3318, Avg Validation Loss: 2.3261
Epoch 46, Avg Train Loss: 2.3295, Avg Validation Loss: 2.3232
Epoch 47, Avg Train Loss: 2.3279, Avg Validation Loss: 2.3226
Epoch 48, Avg Train Loss: 2.3263, Avg Validation Loss: 2.3197
Epoch 49, Avg Train Loss: 2.3240, Avg Validation Loss: 2.3174
Epoch 50, Avg Train Loss: 2.3222, Avg Validation Loss: 2.3167
Epoch 51, Avg Train Loss: 2.3219, Avg Validation Loss: 2.3165
Epoch 52, Avg Train Loss: 2.3190, Avg Validation Loss: 2.3128
Epoch 53, Avg Train Loss: 2.3194, Avg Validation Loss: 2.3123
Epoch 54, Avg Train Loss: 2.3180, Avg Validation Loss: 2.3111
Epoch 55, Avg Train Loss: 2.3167, Avg Validation Loss: 2.3110
Epoch 56, Avg Train Loss: 2.3153, Avg Validation Loss: 2.3088
Epoch 57, Avg Train Loss: 2.3143, Avg Validation Loss: 2.3071
Epoch 58, Avg Train Loss: 2.3134, Avg Validation Loss: 2.3080
Epoch 59, Avg Train Loss: 2.3125, Avg Validation Loss: 2.3056
Epoch 60, Avg Train Loss: 2.3110, Avg Validation Loss: 2.3046
Epoch 61, Avg Train Loss: 2.3101, Avg Validation Loss: 2.3040
Epoch 62, Avg Train Loss: 2.3104, Avg Validation Loss: 2.3034
Epoch 63, Avg Train Loss: 2.3082, Avg Validation Loss: 2.3050
Epoch 64, Avg Train Loss: 2.3075, Avg Validation Loss: 2.3020
