/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_outputs/job_5e-6_lr_4_layers_3_transformations_70_neurons_12_bins_512_batch_size_CosineLRsheduler_345830
Epoch 0, Avg Train Loss: 4.9871, Avg Validation Loss: 3.9409
Epoch 1, Avg Train Loss: 3.5858, Avg Validation Loss: 3.3278
Epoch 2, Avg Train Loss: 3.2062, Avg Validation Loss: 3.0739
Epoch 3, Avg Train Loss: 3.0027, Avg Validation Loss: 2.9122
Epoch 4, Avg Train Loss: 2.8767, Avg Validation Loss: 2.8188
Epoch 5, Avg Train Loss: 2.8032, Avg Validation Loss: 2.7606
Epoch 6, Avg Train Loss: 2.7445, Avg Validation Loss: 2.7087
Epoch 7, Avg Train Loss: 2.6983, Avg Validation Loss: 2.6698
Epoch 8, Avg Train Loss: 2.6629, Avg Validation Loss: 2.6364
Epoch 9, Avg Train Loss: 2.6316, Avg Validation Loss: 2.6046
Epoch 10, Avg Train Loss: 2.6028, Avg Validation Loss: 2.5740
Epoch 11, Avg Train Loss: 2.5735, Avg Validation Loss: 2.5454
Epoch 12, Avg Train Loss: 2.5483, Avg Validation Loss: 2.5213
Epoch 13, Avg Train Loss: 2.5272, Avg Validation Loss: 2.5014
Epoch 14, Avg Train Loss: 2.5083, Avg Validation Loss: 2.4841
Epoch 15, Avg Train Loss: 2.4930, Avg Validation Loss: 2.4692
Epoch 16, Avg Train Loss: 2.4774, Avg Validation Loss: 2.4558
Epoch 17, Avg Train Loss: 2.4654, Avg Validation Loss: 2.4433
Epoch 18, Avg Train Loss: 2.4530, Avg Validation Loss: 2.4320
Epoch 19, Avg Train Loss: 2.4426, Avg Validation Loss: 2.4217
Epoch 20, Avg Train Loss: 2.4326, Avg Validation Loss: 2.4134
Epoch 21, Avg Train Loss: 2.4233, Avg Validation Loss: 2.4038
Epoch 22, Avg Train Loss: 2.4151, Avg Validation Loss: 2.3960
Epoch 23, Avg Train Loss: 2.4082, Avg Validation Loss: 2.3894
