/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_outputs/job_5e-6_lr_3_layers_3_transformations_50_neurons_10_bins_512_batch_size_CosineLRsheduler_349829
Epoch 0, Avg Train Loss: 5.4389, Avg Validation Loss: 4.6045
Epoch 1, Avg Train Loss: 4.1327, Avg Validation Loss: 3.6190
Epoch 2, Avg Train Loss: 3.3924, Avg Validation Loss: 3.1529
Epoch 3, Avg Train Loss: 3.0894, Avg Validation Loss: 2.9698
Epoch 4, Avg Train Loss: 2.9575, Avg Validation Loss: 2.8762
Epoch 5, Avg Train Loss: 2.8872, Avg Validation Loss: 2.8299
Epoch 6, Avg Train Loss: 2.8454, Avg Validation Loss: 2.7956
Epoch 7, Avg Train Loss: 2.8121, Avg Validation Loss: 2.7684
Epoch 8, Avg Train Loss: 2.7852, Avg Validation Loss: 2.7464
Epoch 9, Avg Train Loss: 2.7628, Avg Validation Loss: 2.7275
Epoch 10, Avg Train Loss: 2.7437, Avg Validation Loss: 2.7109
Epoch 11, Avg Train Loss: 2.7267, Avg Validation Loss: 2.6964
Epoch 12, Avg Train Loss: 2.7122, Avg Validation Loss: 2.6836
Epoch 13, Avg Train Loss: 2.6988, Avg Validation Loss: 2.6715
Epoch 14, Avg Train Loss: 2.6860, Avg Validation Loss: 2.6605
Epoch 15, Avg Train Loss: 2.6744, Avg Validation Loss: 2.6501
Epoch 16, Avg Train Loss: 2.6639, Avg Validation Loss: 2.6402
Epoch 17, Avg Train Loss: 2.6542, Avg Validation Loss: 2.6311
Epoch 18, Avg Train Loss: 2.6457, Avg Validation Loss: 2.6225
Epoch 19, Avg Train Loss: 2.6373, Avg Validation Loss: 2.6141
Epoch 20, Avg Train Loss: 2.6298, Avg Validation Loss: 2.6067
Epoch 21, Avg Train Loss: 2.6231, Avg Validation Loss: 2.5996
Epoch 22, Avg Train Loss: 2.6165, Avg Validation Loss: 2.5933
Epoch 23, Avg Train Loss: 2.6105, Avg Validation Loss: 2.5870
Epoch 24, Avg Train Loss: 2.6045, Avg Validation Loss: 2.5811
Epoch 25, Avg Train Loss: 2.5987, Avg Validation Loss: 2.5753
Epoch 26, Avg Train Loss: 2.5925, Avg Validation Loss: 2.5695
Epoch 27, Avg Train Loss: 2.5867, Avg Validation Loss: 2.5639
Epoch 28, Avg Train Loss: 2.5812, Avg Validation Loss: 2.5583
Epoch 29, Avg Train Loss: 2.5757, Avg Validation Loss: 2.5524
Epoch 30, Avg Train Loss: 2.5693, Avg Validation Loss: 2.5469
Epoch 31, Avg Train Loss: 2.5637, Avg Validation Loss: 2.5409
Epoch 32, Avg Train Loss: 2.5579, Avg Validation Loss: 2.5348
Epoch 33, Avg Train Loss: 2.5521, Avg Validation Loss: 2.5289
Epoch 34, Avg Train Loss: 2.5461, Avg Validation Loss: 2.5226
Epoch 35, Avg Train Loss: 2.5406, Avg Validation Loss: 2.5161
Epoch 36, Avg Train Loss: 2.5330, Avg Validation Loss: 2.5097
Epoch 37, Avg Train Loss: 2.5273, Avg Validation Loss: 2.5027
Epoch 38, Avg Train Loss: 2.5213, Avg Validation Loss: 2.4958
Epoch 39, Avg Train Loss: 2.5148, Avg Validation Loss: 2.4886
Epoch 40, Avg Train Loss: 2.5081, Avg Validation Loss: 2.4815
Epoch 41, Avg Train Loss: 2.5014, Avg Validation Loss: 2.4746
Epoch 42, Avg Train Loss: 2.4950, Avg Validation Loss: 2.4676
Epoch 43, Avg Train Loss: 2.4879, Avg Validation Loss: 2.4603
Epoch 44, Avg Train Loss: 2.4807, Avg Validation Loss: 2.4541
Epoch 45, Avg Train Loss: 2.4751, Avg Validation Loss: 2.4473
Epoch 46, Avg Train Loss: 2.4687, Avg Validation Loss: 2.4405
Epoch 47, Avg Train Loss: 2.4621, Avg Validation Loss: 2.4339
Epoch 48, Avg Train Loss: 2.4542, Avg Validation Loss: 2.4269
Epoch 49, Avg Train Loss: 2.4478, Avg Validation Loss: 2.4199
Epoch 50, Avg Train Loss: 2.4404, Avg Validation Loss: 2.4138
Epoch 51, Avg Train Loss: 2.4319, Avg Validation Loss: 2.4060
Epoch 52, Avg Train Loss: 2.4243, Avg Validation Loss: 2.3998
Epoch 53, Avg Train Loss: 2.4169, Avg Validation Loss: 2.3930
Epoch 54, Avg Train Loss: 2.4089, Avg Validation Loss: 2.3839
Epoch 55, Avg Train Loss: 2.4027, Avg Validation Loss: 2.3782
Epoch 56, Avg Train Loss: 2.3961, Avg Validation Loss: 2.3719
Epoch 57, Avg Train Loss: 2.3895, Avg Validation Loss: 2.3654
Epoch 58, Avg Train Loss: 2.3831, Avg Validation Loss: 2.3598
Epoch 59, Avg Train Loss: 2.3787, Avg Validation Loss: 2.3535
Epoch 60, Avg Train Loss: 2.3741, Avg Validation Loss: 2.3484
Epoch 61, Avg Train Loss: 2.3686, Avg Validation Loss: 2.3424
Epoch 62, Avg Train Loss: 2.3636, Avg Validation Loss: 2.3382
Epoch 63, Avg Train Loss: 2.3591, Avg Validation Loss: 2.3384
Epoch 64, Avg Train Loss: 2.3563, Avg Validation Loss: 2.3297
Epoch 65, Avg Train Loss: 2.3528, Avg Validation Loss: 2.3261
Epoch 66, Avg Train Loss: 2.3492, Avg Validation Loss: 2.3240
Epoch 67, Avg Train Loss: 2.3457, Avg Validation Loss: 2.3202
Epoch 68, Avg Train Loss: 2.3444, Avg Validation Loss: 2.3217
Epoch 69, Avg Train Loss: 2.3431, Avg Validation Loss: 2.3186
Epoch 70, Avg Train Loss: 2.3395, Avg Validation Loss: 2.3144
Epoch 71, Avg Train Loss: 2.3367, Avg Validation Loss: 2.3129
Epoch 72, Avg Train Loss: 2.3361, Avg Validation Loss: 2.3105
Epoch 73, Avg Train Loss: 2.3340, Avg Validation Loss: 2.3124
Epoch 74, Avg Train Loss: 2.3323, Avg Validation Loss: 2.3083
Epoch 75, Avg Train Loss: 2.3299, Avg Validation Loss: 2.3112
Epoch 76, Avg Train Loss: 2.3283, Avg Validation Loss: 2.3053
Epoch 77, Avg Train Loss: 2.3267, Avg Validation Loss: 2.3053
Epoch 78, Avg Train Loss: 2.3251, Avg Validation Loss: 2.3037
Epoch 79, Avg Train Loss: 2.3237, Avg Validation Loss: 2.3012
Epoch 80, Avg Train Loss: 2.3225, Avg Validation Loss: 2.3000
Epoch 81, Avg Train Loss: 2.3212, Avg Validation Loss: 2.2976
Epoch 82, Avg Train Loss: 2.3215, Avg Validation Loss: 2.2965
Epoch 83, Avg Train Loss: 2.3169, Avg Validation Loss: 2.2980
Epoch 84, Avg Train Loss: 2.3172, Avg Validation Loss: 2.2955
Epoch 85, Avg Train Loss: 2.3170, Avg Validation Loss: 2.2956
Epoch 86, Avg Train Loss: 2.3123, Avg Validation Loss: 2.2916
Epoch 87, Avg Train Loss: 2.3133, Avg Validation Loss: 2.2922
Epoch 88, Avg Train Loss: 2.3106, Avg Validation Loss: 2.2962
Epoch 89, Avg Train Loss: 2.3111, Avg Validation Loss: 2.2904
Epoch 90, Avg Train Loss: 2.3095, Avg Validation Loss: 2.2889
Epoch 91, Avg Train Loss: 2.3098, Avg Validation Loss: 2.2907
Epoch 92, Avg Train Loss: 2.3072, Avg Validation Loss: 2.2878
Epoch 93, Avg Train Loss: 2.3081, Avg Validation Loss: 2.2856
Epoch 94, Avg Train Loss: 2.3073, Avg Validation Loss: 2.2852
Epoch 95, Avg Train Loss: 2.3053, Avg Validation Loss: 2.2857
Epoch 96, Avg Train Loss: 2.3052, Avg Validation Loss: 2.2875
Epoch 97, Avg Train Loss: 2.3046, Avg Validation Loss: 2.2873
Epoch 98, Avg Train Loss: 2.3035, Avg Validation Loss: 2.2853
Epoch 99, Avg Train Loss: 2.3023, Avg Validation Loss: 2.2832
Epoch 100, Avg Train Loss: 2.3016, Avg Validation Loss: 2.2854
Epoch 101, Avg Train Loss: 2.3024, Avg Validation Loss: 2.2937
Epoch 102, Avg Train Loss: 2.3031, Avg Validation Loss: 2.2827
Epoch 103, Avg Train Loss: 2.3003, Avg Validation Loss: 2.2834
Epoch 104, Avg Train Loss: 2.3001, Avg Validation Loss: 2.2795
Epoch 105, Avg Train Loss: 2.2974, Avg Validation Loss: 2.2817
Epoch 106, Avg Train Loss: 2.2981, Avg Validation Loss: 2.2849
Epoch 107, Avg Train Loss: 2.2980, Avg Validation Loss: 2.2898
Epoch 108, Avg Train Loss: 2.2991, Avg Validation Loss: 2.2766
Epoch 109, Avg Train Loss: 2.2951, Avg Validation Loss: 2.2784
Epoch 110, Avg Train Loss: 2.2961, Avg Validation Loss: 2.2766
Epoch 111, Avg Train Loss: 2.2950, Avg Validation Loss: 2.2766
Epoch 112, Avg Train Loss: 2.2951, Avg Validation Loss: 2.2779
Epoch 113, Avg Train Loss: 2.2939, Avg Validation Loss: 2.2770
Epoch 114, Avg Train Loss: 2.2932, Avg Validation Loss: 2.2753
Epoch 115, Avg Train Loss: 2.2936, Avg Validation Loss: 2.2782
Epoch 116, Avg Train Loss: 2.2931, Avg Validation Loss: 2.2728
Epoch 117, Avg Train Loss: 2.2913, Avg Validation Loss: 2.2756
Epoch 118, Avg Train Loss: 2.2905, Avg Validation Loss: 2.2710
Epoch 119, Avg Train Loss: 2.2894, Avg Validation Loss: 2.2759
Epoch 120, Avg Train Loss: 2.2896, Avg Validation Loss: 2.2731
Epoch 121, Avg Train Loss: 2.2896, Avg Validation Loss: 2.2793
Epoch 122, Avg Train Loss: 2.2899, Avg Validation Loss: 2.2704
Epoch 123, Avg Train Loss: 2.2885, Avg Validation Loss: 2.2901
Epoch 124, Avg Train Loss: 2.2912, Avg Validation Loss: 2.2714
Epoch 125, Avg Train Loss: 2.2879, Avg Validation Loss: 2.2729
Epoch 126, Avg Train Loss: 2.2868, Avg Validation Loss: 2.2762
Epoch 127, Avg Train Loss: 2.2887, Avg Validation Loss: 2.2765
Epoch 128, Avg Train Loss: 2.2854, Avg Validation Loss: 2.2744
Epoch 129, Avg Train Loss: 2.2864, Avg Validation Loss: 2.2673
Epoch 130, Avg Train Loss: 2.2842, Avg Validation Loss: 2.2739
Epoch 131, Avg Train Loss: 2.2865, Avg Validation Loss: 2.2771
Epoch 132, Avg Train Loss: 2.2857, Avg Validation Loss: 2.2683
Epoch 133, Avg Train Loss: 2.2865, Avg Validation Loss: 2.2701
Epoch 134, Avg Train Loss: 2.2835, Avg Validation Loss: 2.2707
Epoch 135, Avg Train Loss: 2.2825, Avg Validation Loss: 2.2680
