/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_gaussians_outputs/job_6_10_256_18_303185
Epoch 0, Avg Train Loss: 3.6206, Avg Validation Loss: 3.0963
Epoch 1, Avg Train Loss: 3.0178, Avg Validation Loss: 2.9731
Epoch 2, Avg Train Loss: 2.9443, Avg Validation Loss: 2.9294
Epoch 3, Avg Train Loss: 2.9160, Avg Validation Loss: 2.9125
Epoch 4, Avg Train Loss: 2.9032, Avg Validation Loss: 2.9424
Epoch 5, Avg Train Loss: 2.8978, Avg Validation Loss: 2.8917
Epoch 6, Avg Train Loss: 2.8844, Avg Validation Loss: 2.8845
Epoch 7, Avg Train Loss: 2.8788, Avg Validation Loss: 2.8799
Epoch 8, Avg Train Loss: 2.8749, Avg Validation Loss: 2.8771
Epoch 9, Avg Train Loss: 2.8730, Avg Validation Loss: 2.8792
Epoch 10, Avg Train Loss: 2.8707, Avg Validation Loss: 2.8779
Epoch 11, Avg Train Loss: 2.8697, Avg Validation Loss: 2.8737
Epoch 12, Avg Train Loss: 2.8684, Avg Validation Loss: 2.8722
Epoch 13, Avg Train Loss: 2.8668, Avg Validation Loss: 2.8714
Epoch 14, Avg Train Loss: 2.8659, Avg Validation Loss: 2.8702
Epoch 15, Avg Train Loss: 2.8637, Avg Validation Loss: 2.8720
Epoch 16, Avg Train Loss: 2.8628, Avg Validation Loss: 2.8717
Epoch 17, Avg Train Loss: 2.8627, Avg Validation Loss: 2.8705
Epoch 18, Avg Train Loss: 2.8617, Avg Validation Loss: 2.8693
Epoch 19, Avg Train Loss: 2.8616, Avg Validation Loss: 2.8692
Epoch 20, Avg Train Loss: 2.8610, Avg Validation Loss: 2.8664
Epoch 21, Avg Train Loss: 2.8612, Avg Validation Loss: 2.8685
Epoch 22, Avg Train Loss: 2.8602, Avg Validation Loss: 2.8642
Epoch 23, Avg Train Loss: 2.8603, Avg Validation Loss: 2.8666
Epoch 24, Avg Train Loss: 2.8592, Avg Validation Loss: 2.8645
Epoch 25, Avg Train Loss: 2.8599, Avg Validation Loss: 2.8702
Epoch 26, Avg Train Loss: 2.8577, Avg Validation Loss: 2.8656
Epoch 27, Avg Train Loss: 2.8623, Avg Validation Loss: 2.8651
Epoch 28, Avg Train Loss: 2.8573, Avg Validation Loss: 2.8623
Epoch 29, Avg Train Loss: 2.8581, Avg Validation Loss: 2.8696
Epoch 30, Avg Train Loss: 2.8571, Avg Validation Loss: 2.8605
Epoch 31, Avg Train Loss: 2.8559, Avg Validation Loss: 2.8625
Epoch 32, Avg Train Loss: 2.8570, Avg Validation Loss: 2.8620
Epoch 33, Avg Train Loss: 2.8564, Avg Validation Loss: 2.8668
Epoch 34, Avg Train Loss: 2.8571, Avg Validation Loss: 2.8624
Epoch 35, Avg Train Loss: 2.8579, Avg Validation Loss: 2.8607
Epoch 36, Avg Train Loss: 2.8572, Avg Validation Loss: 2.8667
Epoch 37, Avg Train Loss: 2.8567, Avg Validation Loss: 2.8611
Epoch 38, Avg Train Loss: 2.8550, Avg Validation Loss: 2.8621
Epoch 39, Avg Train Loss: 2.8575, Avg Validation Loss: 2.8609
Early stopping triggered
Best model loaded successfully.
KL divergence saved successfully.
KL divergence saved successfully.
